PremiseID,PremisesName,AltPremisesName,Customer,PremiseType,StreetNumber,StreetName,Suburb,State,Postcode,Latitude,Longitude,RatingReferenceNumber,RatingType,RatingScope,CertificateValidTo,EnergyStarRatingValue,EnergyGPStarRatingValueNoGP,EnergyGreenPowerPercent,EnergyGreenPower,WasteStarRatingValue,IEQStarRatingValue,GHGEmissionsScope123,GHGEmissionsScope123NoGP,GHGEmissionsScope123PerM2,GHGEmissionsScope123PerM2NoGP,EnergyIntensityByM2,EnergyIntensityByRoom,GHGEmissionsScope123PerRoom,GHGEmissionsScope123PerRoomNoGP,TotalEnergyUse,CarbonNeutral,CarbonNeutralExpiryDate,AAAStarRatingValue,DataCentre_PUE,HospitalPeerGroup,WaterStarRatingValue,WaterStarRatingValueNoRW,WaterRecycledPercent,WaterRecycled,WaterConsumption,WaterConsumptionWoRW,WaterConsumptionPerRoom,WaterConsumptionPerRoomNoRW,WaterIntensity,WaterIntensityNoRW,ThermalComfortScore,AirQualityScore,AcousticComfortScore,LightingScore,OfficeLayoutScore,RecycleRate,WasteIntensity
106,Elizabeth Plaza,Elizabeth Plaza,THE TRUSTEE FOR REPUBLIC TRUST,Office,2,Elizabeth Plaza,NORTH SYDNEY,NSW,2060,-33.83923909,151.2076477,N49560,Water,Base Building,2018-10-14 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-10-14 0:00:00,NULL,TBA,TBA,3.5,3.5,0,NO,4670.9,4670.9,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
108,Jessie Street Centre,Jessie Street Centre,BROOKFIELD AUSTRALIA FUNDS MANAGEMENT LIMITED,Office,2-12,Macquarie Street,PARRAMATTA,NSW,2150,-33.81376327,150.9990491,N49155,Energy,Base Building,2018-09-07 0:00:00,5.5,5.5,0,NO,NULL,NULL,3524790,3524790,67.10702924,67.10702924,303,NULL,NULL,NULL,15926992.4,NO,2018-09-07 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
108,Jessie Street Centre,Jessie Street Centre,AMP Services Limited,Office,2-12,Macquarie Street,PARRAMATTA,NSW,2150,-33.81376327,150.9990491,N48833,Energy,Tenancy,2018-08-29 0:00:00,4.5,4.5,0,NO,NULL,NULL,1075003,1075003,99.69146736,99.69146736,364,NULL,NULL,NULL,3925961.76,NO,2018-08-29 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
108,Jessie Street Centre,Jessie Street Centre,BROOKFIELD AUSTRALIA FUNDS MANAGEMENT LIMITED,Office,2-12,Macquarie Street,PARRAMATTA,NSW,2150,-33.81376327,150.9990491,N49155,Water,Base Building,2018-09-07 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-09-07 0:00:00,NULL,TBA,TBA,3.5,3.5,0,NO,42799.8,42799.8,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
113,80 Pacific Hwy,80 Pacific Hwy,LEADER AUTAINVEST II PTY LIMITED,Office,80,Pacific Highway,NORTH SYDNEY,NSW,2060,-33.84064097,151.2081627,N49199,Energy,Base Building,2018-08-14 0:00:00,4.5,4.5,0,NO,NULL,NULL,1084283,1084283,90.25312557,90.25312557,365,NULL,NULL,NULL,4394063.22,NO,2018-08-14 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
113,80 Pacific Hwy,80 Pacific Hwy,LEADER AUTAINVEST II PTY LIMITED,Office,80,Pacific Highway,NORTH SYDNEY,NSW,2060,-33.84064097,151.2081627,N49199,Water,Base Building,2018-08-14 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-08-14 0:00:00,NULL,TBA,TBA,4,4,0,NO,7662.5,7662.5,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
124,The Barrington,The Barrington,ISPT Pty Ltd,Office,10,Smith Street,PARRAMATTA,NSW,2150,-33.81548332,151.0064291,N49244,Energy,Base Building,2018-10-16 0:00:00,5,5,0,NO,NULL,NULL,1096916,1096916,86.0353266,86.0353266,358,NULL,NULL,NULL,4572356.44,NO,2018-10-16 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
124,The Barrington,The Barrington,ISPT Pty Ltd,Office,10,Smith Street,PARRAMATTA,NSW,2150,-33.81548332,151.0064291,N49860,Indoor Environment,Base Building,2019-02-05 0:00:00,NULL,NULL,NULL,NULL,NULL,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-02-05 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.8,78.8,70.4,0,0,TBA,TBA
124,The Barrington,The Barrington,ISPT Pty Ltd,Office,10,Smith Street,PARRAMATTA,NSW,2150,-33.81548332,151.0064291,N49244,Water,Base Building,2018-10-16 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-10-16 0:00:00,NULL,TBA,TBA,3,3,0,NO,13661,13661,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
127,110 George Street,110 George Street,Roads and Maritime Services,Office,110,George Street,PARRAMATTA,NSW,2150,-33.81386318,151.0075691,N48166,Energy,Tenancy,2018-06-06 0:00:00,3.5,3,5.6,YES,NULL,NULL,1858265,1968432,121.4433226,128.6430742,468,NULL,NULL,NULL,7169176.04,NO,2018-06-06 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
128,54 Miller St,54 Miller Street North Sydney,ALLAWAH NOMINEE PTY LTD as trustee for the Allawah Trust,Office,54,Miller Street,NORTH SYDNEY,NSW,2060,-33.83955235,151.206426,N49367,Energy,Base Building,2018-08-29 0:00:00,4.5,4.5,0,NO,NULL,NULL,597281,597281,93.32078184,93.32078184,339,NULL,NULL,NULL,2171931.48,NO,2018-08-29 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
142,469 Latrobe Street,469 Latrobe Street,AMP CAPITAL INVESTORS LIMITED,Office,469,La Trobe Street,MELBOURNE,VIC,3000,-37.8123229,144.955211,N51499,Energy,Base Building,2019-02-28 0:00:00,4.5,4.5,0,NO,NULL,NULL,1470181,1470181,75.24880231,75.24880231,285,NULL,NULL,NULL,5575083.52,NO,2019-02-28 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
142,469 Latrobe Street,469 Latrobe Street,AMP CAPITAL INVESTORS LIMITED,Office,469,La Trobe Street,MELBOURNE,VIC,3000,-37.8123229,144.955211,N51499,Water,Base Building,2019-02-28 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-02-28 0:00:00,NULL,TBA,TBA,4,4,0,NO,9009.5,9009.5,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
147,State Government Offices,State Government Offices,NSW Dept Primary Industries,Office,161,Kite Street,ORANGE,NSW,2800,-33.28616399,149.1056536,N51073,Energy,Whole Building,2018-12-15 0:00:00,3.5,3.5,6,YES,NULL,NULL,1855052,1973423,216.1309565,229.9222882,836,NULL,NULL,NULL,7181702.8,NO,2018-12-15 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
147,State Government Offices,State Government Offices,NSW Dept Primary Industries,Office,161,Kite Street,ORANGE,NSW,2800,-33.28616399,149.1056536,N51073,Water,Whole Building,2018-12-15 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-12-15 0:00:00,NULL,TBA,TBA,5,5,0,NO,2716,2716,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
158,367 Collins Street,367 Collins Street,MIRVAC FUNDS LIMITED,Office,367,Collins Street,MELBOURNE,VIC,3000,-37.816941,144.962331,N51325,Energy,Base Building,2019-02-27 0:00:00,4,4,0,NO,NULL,NULL,3709763,3709763,105.5919791,105.5919791,499,NULL,NULL,NULL,17555722.86,NO,2019-02-27 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
158,367 Collins Street,367 Collins Street,MIRVAC FUNDS LIMITED,Office,367,Collins Street,MELBOURNE,VIC,3000,-37.816941,144.962331,N51325,Water,Base Building,2019-02-27 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-02-27 0:00:00,NULL,TBA,TBA,3.5,3.5,0,NO,18571.3,18571.3,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
163,Greystanes House,Greystanes House,LAOF IV OCEAN PTY LTD,Office,LOT 107,Clunies Ross Street,PROSPECT,NSW,2148,NULL,NULL,N48295,Energy,Whole Building,2018-06-21 0:00:00,4,4,0,NO,NULL,NULL,2215454,2215454,228.359652,228.359652,846,NULL,NULL,NULL,8208578.48,NO,2018-06-21 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
163,Greystanes House,Greystanes House,LAOF IV OCEAN PTY LTD,Office,LOT 107,Clunies Ross Street,PROSPECT,NSW,2148,NULL,NULL,N48295,Water,Whole Building,2018-06-21 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-06-21 0:00:00,NULL,TBA,TBA,2,2,0,NO,12508.8,12508.8,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
165,John Tonkin Water Centre,John Tonkin Water Centre,Water Corporation,Office,629,Newcastle Street,LEEDERVILLE,WA,6007,-31.93967,115.84401,N48828,Water,Whole Building,2018-09-28 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-09-28 0:00:00,NULL,TBA,TBA,4,4,0,NO,11602.6,11602.6,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
184,Defence Materiel Organisation,Defence Materiel Organisation,Cushman & Wakefield,Office,311,High Street,PENRITH,NSW,2750,-33.75422319,150.7017035,N48829,Energy,Tenancy,2018-07-24 0:00:00,4,4,0,NO,NULL,NULL,465035,465035,121.7687876,121.7687876,442,NULL,NULL,NULL,1691036.64,NO,2018-07-24 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
190,Grosvenor Place,Levels 16-20 Grosvenor Place,Norton Rose Fulbright Australia,Office,225,George Street,SYDNEY,NSW,2000,-33.86388507,151.2070513,N48001,Energy,Tenancy,2018-04-19 0:00:00,4,4,0,NO,NULL,NULL,876886,876886,95.62656081,95.62656081,347,NULL,NULL,NULL,3188676.96,NO,2018-04-19 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
197,321 Exhibition Street,321 Exhibition Street,Invesco Australia Limited,Office,321,Exhibition Street,MELBOURNE,VIC,3000,-37.80848634,144.968372,N51202,Energy,Base Building,2019-01-10 0:00:00,6,6,0,NO,NULL,NULL,975042,975042,33.28379098,33.28379098,597,NULL,NULL,NULL,17491614.42,NO,2019-01-10 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
197,321 Exhibition Street,321 Exhibition Street,Invesco Australia Limited,Office,321,Exhibition Street,MELBOURNE,VIC,3000,-37.80848634,144.968372,N51249,Indoor Environment,Base Building,2019-02-15 0:00:00,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-02-15 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.7,74.2,46.7,0,0,TBA,TBA
197,321 Exhibition Street,321 Exhibition Street,Invesco Australia Limited,Office,321,Exhibition Street,MELBOURNE,VIC,3000,-37.80848634,144.968372,N48928,Water,Base Building,2018-06-29 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-06-29 0:00:00,NULL,TBA,TBA,3,3,0,NO,19332.2,19332.2,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
199,441 St Kilda Road,441 St Kilda Road,Centuria Property Services Pty Ltd,Office,441,St Kilda Road,MELBOURNE,VIC,3004,-37.83962103,144.9772068,N51537,Energy,Base Building,2019-03-28 0:00:00,4,4,0,NO,NULL,NULL,1338797,1338797,88.99563928,88.99563928,499,NULL,NULL,NULL,7511140.08,NO,2019-03-28 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
200,484 St Kilda Road,484 St Kilda Road,Kuehne Real Estate Australia Pty Ltd,Office,484,St Kilda Road,MELBOURNE,VIC,3004,-37.8431153,144.9775999,N51373,Energy,Base Building,2019-02-09 0:00:00,4,4,0,NO,NULL,NULL,1924538,1924538,108.3538645,108.3538645,420,NULL,NULL,NULL,7461945.78,NO,2019-02-09 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
200,484 St Kilda Road,484 St Kilda Road,Kuehne Real Estate Australia Pty Ltd,Office,484,St Kilda Road,MELBOURNE,VIC,3004,-37.8431153,144.9775999,N51373,Water,Base Building,2019-02-09 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-02-09 0:00:00,NULL,TBA,TBA,4.5,4.5,0,NO,7084.9,7084.9,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
204,459 Collins Street,459 Collins Street,Juilliard Corporation Pty Ltd,Office,459,Collins Street,MELBOURNE,VIC,3000,-37.81837271,144.959017,N51544,Energy,Base Building,2019-03-14 0:00:00,3,3,0,NO,NULL,NULL,3787937,3787937,137.3227065,137.3227065,536,NULL,NULL,NULL,14798489.2,NO,2019-03-14 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
218,,,Roads and Maritime Services,Office,90,Crown Street,WOLLONGONG,NSW,2500,-34.42515196,150.8979597,N48163,Energy,Tenancy,2018-04-20 0:00:00,4.5,4.5,3.3,YES,NULL,NULL,254399,263081,90.00176891,93.07330362,338,NULL,NULL,NULL,956657.52,NO,2018-04-20 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
220,231 Elizabeth Street,231 Elizabeth Street,INVESTA ASSET MANAGEMENT PTY LIMITED,Office,231,Elizabeth Street,SYDNEY,NSW,2000,-33.87500973,151.2093176,N48543,Energy,Base Building,2018-06-20 0:00:00,5,5,0,NO,NULL,NULL,2202985,2202985,97.56268766,97.56268766,402,NULL,NULL,NULL,9093656.12,NO,2018-06-20 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
220,231 Elizabeth Street,231 Elizabeth Street,INVESTA ASSET MANAGEMENT PTY LIMITED,Office,231,Elizabeth Street,SYDNEY,NSW,2000,-33.87500973,151.2093176,N48543,Water,Base Building,2018-06-20 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-06-20 0:00:00,NULL,TBA,TBA,4,4,0,NO,15641.3,15641.3,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
221,ASIC tenancy,120 Collins Street,INVESTA ASSET MANAGEMENT PTY LIMITED,Office,120,Collins Street,MELBOURNE,VIC,3000,-37.8141112,144.9689748,N48612,Energy,Base Building,2018-07-28 0:00:00,4,4,0,NO,NULL,NULL,6774634,6774634,112.2336109,112.2336109,431,NULL,NULL,NULL,26018473.9,NO,2018-07-28 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
221,ASIC tenancy,120 Collins Street,INVESTA ASSET MANAGEMENT PTY LIMITED,Office,120,Collins Street,MELBOURNE,VIC,3000,-37.8141112,144.9689748,N48612,Water,Base Building,2018-07-28 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-07-28 0:00:00,NULL,TBA,TBA,3.5,3.5,0,NO,35238.8,35238.8,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
244,Central Square,Central Square,Henderson & Horning,Office,323,Castlereagh Street,HAYMARKET,NSW,2000,-33.87991455,151.208028,N49587,Energy,Base Building,2018-10-05 0:00:00,5.5,5.5,0,NO,NULL,NULL,1507089,1507089,63.0233093,63.0233093,280,NULL,NULL,NULL,6710569.44,NO,2018-10-05 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
244,Central Square,Central Square,Henderson & Horning,Office,323,Castlereagh Street,HAYMARKET,NSW,2000,-33.87991455,151.208028,N49587,Water,Base Building,2018-10-05 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-10-05 0:00:00,NULL,TBA,TBA,4.5,4.5,0,NO,12417.3,12417.3,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
248,99 Gawler Place,99 Gawler Place,The Trustee for Gawler Place Trust,Office,99,Gawler Place,ADELAIDE,SA,5000,-34.9249602,138.6017421,N51576,Energy,Base Building,2019-04-10 0:00:00,4,4,0,NO,NULL,NULL,405626,405626,46.60492905,46.60492905,393,NULL,NULL,NULL,3421658.12,NO,2019-04-10 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
248,99 Gawler Place,99 Gawler Place,The Trustee for Gawler Place Trust,Office,99,Gawler Place,ADELAIDE,SA,5000,-34.9249602,138.6017421,N51576,Water,Base Building,2019-04-10 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-04-10 0:00:00,NULL,TBA,TBA,4,4,0,NO,4200.5,4200.5,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
255,NSW Crime Commission,NSW Crime Commission,PROPERTY NSW,Office,453-463,Kent Street,SYDNEY,NSW,2000,-33.87261289,151.2048135,N48685,Energy,Whole Building,2018-06-05 0:00:00,1.5,1.5,6,YES,NULL,NULL,1438631,1530274,372.1624069,395.8697227,1446,NULL,NULL,NULL,5592734,NO,2018-06-05 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
255,NSW Crime Commission,NSW Crime Commission,PROPERTY NSW,Office,453-463,Kent Street,SYDNEY,NSW,2000,-33.87261289,151.2048135,N48685,Water,Whole Building,2018-06-05 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-06-05 0:00:00,NULL,TBA,TBA,1.5,1.5,0,NO,5872.4,5872.4,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
272,101 Grenfell,101 Grenfell,The Trustee for 101 Grenfell Street Unit Trust,Office,101,Grenfell Street,ADELAIDE,SA,5000,-34.92476927,138.6035701,N49008,Energy,Base Building,2018-09-08 0:00:00,4.5,4.5,5.1,YES,NULL,NULL,629080,657924,50.60777925,52.9282008,347,NULL,NULL,NULL,4323409.76,NO,2018-09-08 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
292,Education House,Education House,QIC Private Capital Pty Ltd & QIC Infrastructure Management No.2 Pty Ltd,Office,30,Mary Street,BRISBANE CITY,QLD,4000,-27.47269522,153.0260794,N51242,Water,Base Building,2019-01-05 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-05 0:00:00,NULL,TBA,TBA,3.5,3.5,0,NO,24812,24812,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
299,223-239 Liverpool Rd,223-239 Liverpool Road,The Trustee for GDI No.42 Office Trust,Office,223-239,Liverpool Road,ASHFIELD,NSW,2131,-33.88908186,151.1258823,N49859,Energy,Base Building,2018-12-07 0:00:00,4,4,0,NO,NULL,NULL,1219961,1219961,126.3776118,126.3776118,548,NULL,NULL,NULL,5294822.7,NO,2018-12-07 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
299,223-239 Liverpool Rd,223-239 Liverpool Road,The Trustee for GDI No.42 Office Trust,Office,223-239,Liverpool Road,ASHFIELD,NSW,2131,-33.88908186,151.1258823,N49859,Water,Base Building,2018-12-07 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-12-07 0:00:00,NULL,TBA,TBA,3,3,0,NO,9941.3,9941.3,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
312,RMS Parkes,RMS Parkes,Property NSW,Office,51-55,Currajong Street,PARKES,NSW,2870,-33.13487327,148.176355,N48697,Energy,Whole Building,2018-05-31 0:00:00,3.5,3,6,YES,NULL,NULL,576360,612744,236.3487247,251.2687608,939,NULL,NULL,NULL,2289980.48,NO,2018-05-31 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
312,RMS Parkes,RMS Parkes,Property NSW,Office,51-55,Currajong Street,PARKES,NSW,2870,-33.13487327,148.176355,N48697,Water,Whole Building,2018-05-31 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-05-31 0:00:00,NULL,TBA,TBA,4,4,0,NO,1324.9,1324.9,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
314,Penrhyn House,NULL,Altis Property Partners PTY LTD Trustee of the Altis St Leonards Unit Trust,Office,2-6,Bowes Street,PHILLIP,ACT,2606,NULL,NULL,N51400,Energy,Base Building,2019-04-06 0:00:00,4.5,4.5,0,NO,NULL,NULL,507414,507414,51.3883797,51.3883797,345,NULL,NULL,NULL,3414793.3,NO,2019-04-06 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
315,64 Northbourne Avenue,64 Northbourne Avenue,Australian Unity Funds Management Ltd,Office,64,Northbourne Avenue,CANBERRA,ACT,2601,-35.27750676,149.129781,N51261,Energy,Base Building,2019-02-07 0:00:00,4.5,4.5,0,NO,NULL,NULL,347753,347753,65.9484933,65.9484933,320,NULL,NULL,NULL,1691015.92,NO,2019-02-07 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
315,64 Northbourne Avenue,64 Northbourne Avenue,Cushman & Wakefield,Office,64,Northbourne Avenue,CANBERRA,ACT,2601,-35.27750676,149.129781,N49661,Energy,Tenancy,2018-11-13 0:00:00,5,5,0,NO,NULL,NULL,114480,114480,65.01220967,65.01220967,236,NULL,NULL,NULL,416292.48,NO,2018-11-13 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
315,64 Northbourne Avenue,64 Northbourne Avenue,Australian Unity Funds Management Ltd,Office,64,Northbourne Avenue,CANBERRA,ACT,2601,-35.27750676,149.129781,N51261,Water,Base Building,2019-02-07 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-02-07 0:00:00,NULL,TBA,TBA,5,5,0,NO,1742.7,1742.7,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
326,Customs House,Customs House,Juilliard Group Of Companies,Office,414,La Trobe Street,MELBOURNE,VIC,3000,-37.81133796,144.9571351,N48749,Energy,Base Building,2018-06-08 0:00:00,4,4,0,NO,NULL,NULL,1326553,1326553,101.6546867,101.6546867,526,NULL,NULL,NULL,6869541.54,NO,2018-06-08 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
327,242 Exhibition Street,242 Exhibition Street,Investa Property Group,Office,242,Exhibition Street,MELBOURNE,VIC,3000,-37.809818,144.96983,N51096,Energy,Base Building,2018-12-19 0:00:00,4.5,4.5,0,NO,NULL,NULL,6716188,6716188,107.7158025,107.7158025,372,NULL,NULL,NULL,23244760.76,NO,2018-12-19 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
