PremiseID,PremisesName,AltPremisesName,Customer,PremiseType,StreetNumber,StreetName,Suburb,State,Postcode,Latitude,Longitude,RatingReferenceNumber,RatingType,RatingScope,CertificateValidTo,EnergyStarRatingValue,EnergyGPStarRatingValueNoGP,EnergyGreenPowerPercent,EnergyGreenPower,WasteStarRatingValue,IEQStarRatingValue,GHGEmissionsScope123,GHGEmissionsScope123NoGP,GHGEmissionsScope123PerM2,GHGEmissionsScope123PerM2NoGP,EnergyIntensityByM2,EnergyIntensityByRoom,GHGEmissionsScope123PerRoom,GHGEmissionsScope123PerRoomNoGP,TotalEnergyUse,CarbonNeutral,CarbonNeutralExpiryDate,AAAStarRatingValue,DataCentre_PUE,HospitalPeerGroup,WaterStarRatingValue,WaterStarRatingValueNoRW,WaterRecycledPercent,WaterRecycled,WaterConsumption,WaterConsumptionWoRW,WaterConsumptionPerRoom,WaterConsumptionPerRoomNoRW,WaterIntensity,WaterIntensityNoRW,ThermalComfortScore,AirQualityScore,AcousticComfortScore,LightingScore,OfficeLayoutScore,RecycleRate,WasteIntensity
2849,77 Grenfell Street,77 Grenfell Street,THE TRUST COMPANY (AUSTRALIA) LIMITED,Office,77,Grenfell Street,ADELAIDE,SA,5000,-34.924464,138.6024375,N48462,Water,Base Building,2018-05-04 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-05-04 0:00:00,NULL,TBA,TBA,4.5,4.5,0,NO,5851.5,5851.5,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2854,154 Melbourne St,154 Melboure Street,Centuria Property Funds No. 2 Limited,Office,154,Melbourne Street,SOUTH BRISBANE,QLD,4101,-27.47615399,153.0150131,N48289,Energy,Base Building,2018-05-30 0:00:00,5.5,5.5,0,NO,NULL,NULL,727313,727313,67.90337037,67.90337037,263,NULL,NULL,NULL,2825276.4,NO,2018-05-30 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2854,154 Melbourne St,Level 3,Frasers Property (APG) Pty Limited,Office,154,Melbourne Street,SOUTH BRISBANE,QLD,4101,-27.47615399,153.0150131,N48535,Energy,Tenancy,2018-07-24 0:00:00,5,5,0,NO,NULL,NULL,52623,52623,48.4558011,48.4558011,187,NULL,NULL,NULL,203700.6,NO,2018-07-24 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,81.2,53.5,64.2,37,TBA,TBA
2854,154 Melbourne St,Level 3,Frasers Property (APG) Pty Limited,Office,154,Melbourne Street,SOUTH BRISBANE,QLD,4101,-27.47615399,153.0150131,N48535,Indoor Environment,Tenancy,2018-07-24 0:00:00,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-07-24 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,81.2,53.5,64.2,37,TBA,TBA
2857,Optima Centre Building A,Optima Centre Building A,U-I Australia Pty Ltd,Office,133,Hasler Road,OSBORNE PARK,WA,6017,-31.91654,115.81596,N51309,Energy,Base Building,2019-01-31 0:00:00,4.5,4.5,0,NO,NULL,NULL,155155,155155,60.64058469,60.64058469,263,NULL,NULL,NULL,672961.68,NO,2019-01-31 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2857,Optima Centre Building A,Optima Centre Building A 133 Hasler Road,U-I Australia Pty Ltd,Office,133,Hasler Road,OSBORNE PARK,WA,6017,-31.91654,115.81596,N51310,Energy,Whole Building,2019-01-31 0:00:00,4.5,4.5,0,NO,NULL,NULL,292860,292860,113.0035499,113.0035499,490,NULL,NULL,NULL,1270237.32,NO,2019-01-31 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2857,Optima Centre Building A,Optima Centre Building A 133 Hasler Road,U-I Australia Pty Ltd,Office,133,Hasler Road,OSBORNE PARK,WA,6017,-31.91654,115.81596,N51310,Water,Whole Building,2019-01-31 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-31 0:00:00,NULL,TBA,TBA,0,0,0,NO,3581.4,3581.4,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2858,Westpoint Office Tower,Westpoint Office Tower,QIC Properties Pty Ltd,Office,17,Patrick Street,BLACKTOWN,NSW,2148,NULL,NULL,N51513,Energy,Base Building,2019-02-27 0:00:00,0,0,0,NO,NULL,NULL,7107297,7107297,3253.958887,3253.958887,14875,NULL,NULL,NULL,32491235.82,NO,2019-02-27 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2858,Westpoint Office Tower,Westpoint Office Tower,QIC Properties Pty Ltd,Office,17,Patrick Street,BLACKTOWN,NSW,2148,NULL,NULL,N51513,Water,Base Building,2019-02-27 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-02-27 0:00:00,NULL,TBA,TBA,0,0,0,NO,150046.1,150046.1,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2865,Mason Bird Building,Mason Bird Building,PFA DIVERSIFIED PROPERTY TRUST,Office,303,Sevenoaks Street,CANNINGTON,WA,6107,-32.01478394,115.9441054,N51460,Energy,Base Building,2019-03-04 0:00:00,5,5,0,NO,NULL,NULL,944365,944365,47.64683327,47.64683327,226,NULL,NULL,NULL,4494398.64,NO,2019-03-04 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2867,Ascendas Innovation Place,Ascendas Innovation Place,The Trustee for Ascendas Foxglove Trust 1,Office,100,Arthur Street,NORTH SYDNEY,NSW,2060,-33.83984038,151.2095448,N48396,Energy,Base Building,2018-05-09 0:00:00,5,5,0,NO,NULL,NULL,2093255,2093255,78.1321852,78.1321852,319,NULL,NULL,NULL,8565437.94,NO,2018-05-09 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2867,Ascendas Innovation Place,Ascendas Innovation Place,The Trustee for Ascendas Foxglove Trust 1,Office,100,Arthur Street,NORTH SYDNEY,NSW,2060,-33.83984038,151.2095448,N48396,Water,Base Building,2018-05-09 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-05-09 0:00:00,NULL,TBA,TBA,4,4,0,NO,18082.7,18082.7,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2869,Sydney Water Head Office,Sydney Water Headquarters,Brookfield Multiplex Services,Office,1,Smith Street,PARRAMATTA,NSW,2150,-33.81684626,151.0054677,N51055,Energy,Base Building,2019-01-11 0:00:00,5,5,0,NO,NULL,NULL,1594879,1594879,69.22037621,69.22037621,277,NULL,NULL,NULL,6383681.18,NO,2019-01-11 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2869,Sydney Water Head Office,Sydney Water Headquarters,Brookfield Multiplex Services,Office,1,Smith Street,PARRAMATTA,NSW,2150,-33.81684626,151.0054677,N51055,Water,Base Building,2019-01-11 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-11 0:00:00,NULL,TBA,TBA,3.5,3.5,0,NO,16115.3,16115.3,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2876,"47 Darby Street, Newcastle","47 Darby Street, Newcastle",J B S TRUST & S P S TRUST & D C S TRUST & C B S TRUST,Office,47,Darby Street,COOKS HILL,NSW,2300,-32.92926038,151.7739834,N49122,Energy,Whole Building,2018-09-05 0:00:00,1.5,1.5,2.3,YES,NULL,NULL,476583,487803,327.8639241,335.5826912,1220,NULL,NULL,NULL,1773827.28,NO,2018-09-05 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2879,Dapto DHS Office,Dapto DHS Office,Auswide Management Ltd,Office,41,Baan Baan Street,DAPTO,NSW,2530,-34.49382259,150.7963766,N51247,Energy,Whole Building,2019-01-29 0:00:00,5,5,0,NO,NULL,NULL,203448,203448,134.9572139,134.9572139,490,NULL,NULL,NULL,739810.8,NO,2019-01-29 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2880,Conservatory on Hindmarsh,Conservatory on Hindmarsh,Centuria Property Funds Limited,Office,131-139,Grenfell Street,ADELAIDE,SA,5000,-34.92431926,138.6046683,N49637,Energy,Base Building,2018-12-01 0:00:00,4.5,4.5,0,NO,NULL,NULL,220609,220609,54.45119092,54.45119092,420,NULL,NULL,NULL,1703385.24,NO,2018-12-01 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2885,"Roads and Maritime Services Tenancy at 27 Argyle Street, Parramatta","Roads and Maritime Services Tenancy at 27 Argyle Street, Parramatta",Roads and Maritime Services,Office,27-29,Argyle Street,PARRAMATTA,NSW,2150,-33.81647567,150.9997104,N48171,Energy,Tenancy,2018-10-16 0:00:00,5,5,6,YES,NULL,NULL,601491,639331,61.00747518,64.84547585,244,NULL,NULL,NULL,2409144,NO,2018-10-16 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2886,19 Grenfell,19 Grenfell,Equity Trustees Limited ATF Shakespeare Adelaide Property Trust,Office,19,Grenfell Street,ADELAIDE,SA,5000,NULL,NULL,N48542,Energy,Base Building,2018-05-29 0:00:00,4,4,0,NO,NULL,NULL,450843,450843,62.4574698,62.4574698,469,NULL,NULL,NULL,3386603.2,NO,2018-05-29 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2892,100 Brookes Street,100 Brookes Street,Hines (Aus) Nominees Pty Ltd ATF Hines Global REIT Brookes Trust,Office,100,Brookes Street,FORTITUDE VALLEY,QLD,4006,-27.45346826,153.0383268,N49885,Energy,Base Building,2018-11-17 0:00:00,5,5,0,NO,NULL,NULL,682089,682089,86.08539263,86.08539263,333,NULL,NULL,NULL,2640344.4,NO,2018-11-17 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2892,100 Brookes Street,100 Brookes Street,Hines (Aus) Nominees Pty Ltd ATF Hines Global REIT Brookes Trust,Office,100,Brookes Street,FORTITUDE VALLEY,QLD,4006,-27.45346826,153.0383268,N49885,Water,Base Building,2018-11-17 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-11-17 0:00:00,NULL,TBA,TBA,4.5,4.5,0,NO,4388.4,4388.4,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2898,280 Keira Street,280 Keira Street,Quality Green Group,Office,280-286,Keira Street,WOLLONGONG,NSW,2500,-34.42888553,150.8924457,N51683,Energy,Base Building,2019-04-03 0:00:00,5,5,0,NO,NULL,NULL,441613,441613,68.20699348,68.20699348,300,NULL,NULL,NULL,1946673.9,NO,2019-04-03 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2898,280 Keira Street,280 Keira Street,Quality Green Group,Office,280-286,Keira Street,WOLLONGONG,NSW,2500,-34.42888553,150.8924457,N51683,Water,Base Building,2019-04-03 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-04-03 0:00:00,NULL,TBA,TBA,4,4,0,NO,4027.2,4027.2,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2899,NULL,"40 Creek Street, Brisbane",PGA (Creek) Pty Ltd,Office,40,Creek Street,BRISBANE CITY,QLD,4000,-27.4678544,153.02904,N48516,Energy,Base Building,2018-05-29 0:00:00,5.5,5.5,0,NO,NULL,NULL,460626,460626,57.65536405,57.65536405,232,NULL,NULL,NULL,1859580.72,NO,2018-05-29 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2900,Albury DHS Office,Albury DHS Office,Auslink Investment Management Ltd,Office,430,Wilson Street,ALBURY,NSW,2640,-36.07695525,146.9236079,N51063,Energy,Whole Building,2018-12-05 0:00:00,4.5,4.5,0,NO,NULL,NULL,244464,244464,142.6444159,142.6444159,518,NULL,NULL,NULL,888958.44,NO,2018-12-05 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2904,Hydro Tasmania Cambridge,Hydro Tasmania Cambridge,Growthpoint Properties Australia Limited,Office,89,Cambridge Park Drive,CAMBRIDGE,TAS,7170,-42.83395193,147.4743525,N49529,Energy,Whole Building,2018-09-29 0:00:00,4,4,0,NO,NULL,NULL,209986,209986,43.91358903,43.91358903,687,NULL,NULL,NULL,3286740.24,NO,2018-09-29 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2904,Hydro Tasmania Cambridge,Hydro Tasmania Cambridge,Growthpoint Properties Australia Limited,Office,89,Cambridge Park Drive,CAMBRIDGE,TAS,7170,-42.83395193,147.4743525,N49529,Water,Whole Building,2018-09-29 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-09-29 0:00:00,NULL,TBA,TBA,2.5,2.5,0,NO,3415.6,3415.6,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2913,"3-13 Harrow St, Box Hill","3-13 Harrow St, Box Hill",The Abercrombie Group Pty. Ltd.,Office,3-13,Harrow Street,BOX HILL,VIC,3128,-37.8211919,145.1241725,N49669,Energy,Whole Building,2018-12-19 0:00:00,3,3,0,NO,NULL,NULL,502195,502195,312.2714836,312.2714836,838,NULL,NULL,NULL,1349180.28,NO,2018-12-19 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2922,Santos,Santos,Australian Prime Property Fund Commercial,Office,60,Flinders Street,ADELAIDE,SA,5000,-34.92657227,138.6028066,N48748,Energy,Base Building,2018-06-15 0:00:00,5,5,0,NO,NULL,NULL,641872,641872,42.24620893,42.24620893,278,NULL,NULL,NULL,4230548.14,NO,2018-06-15 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2922,Santos,Santos,Australian Prime Property Fund Commercial,Office,60,Flinders Street,ADELAIDE,SA,5000,-34.92657227,138.6028066,N48748,Water,Base Building,2018-06-15 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-06-15 0:00:00,NULL,TBA,TBA,3,3,0,NO,10056.2,10056.2,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2923,114 William Street,114 William Street,AFIAA AUSTRALIA 4 PTY. LTD.,Office,114,William Street,MELBOURNE,VIC,3000,-37.81645989,144.9588796,N49370,Energy,Base Building,2018-09-11 0:00:00,2.5,2.5,0,NO,NULL,NULL,3012110,3012110,158.4003828,158.4003828,571,NULL,NULL,NULL,10860543.08,NO,2018-09-11 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2930,,,Sentinel Regional Office Trust ATF Sentinel Regional Office Trust,Office,8-12,Buller Street,PORT MACQUARIE,NSW,2444,-31.43171112,152.9036955,N51206,Energy,Whole Building,2018-12-21 0:00:00,4,4,0,NO,NULL,NULL,1238481,1238481,219.2389804,219.2389804,803,NULL,NULL,NULL,4538694.88,NO,2018-12-21 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2930,,,Sentinel Regional Office Trust ATF Sentinel Regional Office Trust,Office,8-12,Buller Street,PORT MACQUARIE,NSW,2444,-31.43171112,152.9036955,N51206,Water,Whole Building,2018-12-21 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-12-21 0:00:00,NULL,TBA,TBA,4.5,4.5,0,NO,2780,2780,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2932,210 Kings Way,210 Kings Way,Clantot Pty Ltd,Office,210,Kings Way,SOUTH MELBOURNE,VIC,3205,-37.83005727,144.9640041,N49200,Energy,Base Building,2018-08-14 0:00:00,2.5,2.5,0,NO,NULL,NULL,545264,545264,174.3227085,174.3227085,812,NULL,NULL,NULL,2541316.78,NO,2018-08-14 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2932,210 Kings Way,210 Kings Way,Clantot Pty Ltd,Office,210,Kings Way,SOUTH MELBOURNE,VIC,3205,-37.83005727,144.9640041,N49200,Water,Base Building,2018-08-14 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-08-14 0:00:00,NULL,TBA,TBA,4.5,4.5,0,NO,1085,1085,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2937,Perth GPO,Perth GPO,Australia Postal Corporation,Office,3,Forrest Place,PERTH,WA,6000,-31.95221394,115.8588507,N48341,Energy,Base Building,2018-05-02 0:00:00,3.5,3.5,0,NO,NULL,NULL,717672,717672,83.58532978,83.58532978,406,NULL,NULL,NULL,3486637.8,NO,2018-05-02 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2941,,,THE TRUSTEE FOR CENTURIA ATP FUND,Office,13,Garden Street,EVELEIGH,NSW,2015,NULL,NULL,N49910,Energy,Base Building,2018-11-20 0:00:00,5.5,5.5,0,NO,NULL,NULL,572893,572893,60.50387065,60.50387065,249,NULL,NULL,NULL,2361341.78,NO,2018-11-20 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2941,,,THE TRUSTEE FOR CENTURIA ATP FUND,Office,13,Garden Street,EVELEIGH,NSW,2015,NULL,NULL,N49910,Water,Base Building,2018-11-20 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-11-20 0:00:00,NULL,TBA,TBA,4.5,4.5,0,NO,4036.1,4036.1,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2950,Ark,Ark,INVESTA ASSET MANAGEMENT PTY LIMITED,Office,40,Mount Street,NORTH SYDNEY,NSW,2060,-33.83839687,151.2055898,N48584,Energy,Base Building,2018-06-26 0:00:00,5.5,5.5,0,NO,NULL,NULL,1508495,1508495,53.23598955,53.23598955,523,NULL,NULL,NULL,14832499.9,NO,2018-06-26 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2950,Ark,Ark,INVESTA ASSET MANAGEMENT PTY LIMITED,Office,40,Mount Street,NORTH SYDNEY,NSW,2060,-33.83839687,151.2055898,N48584,Water,Base Building,2018-06-26 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-06-26 0:00:00,NULL,TBA,TBA,4,4,0,NO,18816.2,18816.2,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2960,Loddon Mallee Regional DEECD Office,Loddon Mallee Regional DEECD Office,Sandran Pty. Ltd.,Office,7-15,McLaren Street,BENDIGO,VIC,3550,-36.76235631,144.2868508,N49583,Energy,Whole Building,2018-09-28 0:00:00,5.5,5.5,0,NO,NULL,NULL,158755,158755,93.08413955,93.08413955,250,NULL,NULL,NULL,426507.12,NO,2018-09-28 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2960,Loddon Mallee Regional DEECD Office,Loddon Mallee Regional DEECD Office,Sandran Pty. Ltd.,Office,7-15,McLaren Street,BENDIGO,VIC,3550,-36.76235631,144.2868508,N49583,Water,Whole Building,2018-09-28 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-09-28 0:00:00,NULL,TBA,TBA,6,6,0,NO,233.4,233.4,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2961,800 Collins Street,800 Collins Street,Australian Prime Property Fund Commercial,Office,800,Collins Street,DOCKLANDS,VIC,3008,-37.82121255,144.9459245,N49024,Energy,Base Building,2018-09-27 0:00:00,5,5,0,NO,NULL,NULL,1535907,1535907,54.35876836,54.35876836,201,NULL,NULL,NULL,5703022.3,NO,2018-09-27 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2961,800 Collins Street,800 Collins Street,Australian Prime Property Fund Commercial,Office,800,Collins Street,DOCKLANDS,VIC,3008,-37.82121255,144.9459245,N49024,Water,Base Building,2018-09-27 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-09-27 0:00:00,NULL,TBA,TBA,5,5,0,NO,8893.4,8893.4,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2967,,Samuel Griffiths Place,MIRVAC FUNDS LIMITED,Office,340,Adelaide Street,BRISBANE CITY,QLD,4000,-27.46453433,153.0295611,N48494,Energy,Base Building,2018-06-16 0:00:00,1.5,1.5,0,NO,NULL,NULL,991428,991428,146.504906,146.504906,615,NULL,NULL,NULL,4165111.6,NO,2018-06-16 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2967,,Samuel Griffiths Place,MIRVAC FUNDS LIMITED,Office,340,Adelaide Street,BRISBANE CITY,QLD,4000,-27.46453433,153.0295611,N48494,Water,Base Building,2018-06-16 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-06-16 0:00:00,NULL,TBA,TBA,3.5,3.5,0,NO,7542.4,7542.4,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2972,570 St Kilda Road Melbourne,570 St Kilda Road Melbourne,The Trustee for Podco Todd Road Co-Investment Fund,Office,570,St Kilda Road,MELBOURNE,VIC,3004,-37.847377,144.979142,N48661,Energy,Base Building,2018-05-24 0:00:00,3.5,3.5,0,NO,NULL,NULL,799932,799932,112.2963753,112.2963753,494,NULL,NULL,NULL,3521686.38,NO,2018-05-24 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2981,WISE Employment,WISE Employment,WISE Employment Pty Ltd,Office,552,Victoria Street,NORTH MELBOURNE,VIC,3051,-37.8047139,144.947396,N51627,Energy,Whole Building,2019-03-16 0:00:00,6,3,100,YES,NULL,NULL,0,515005,0,203.0616671,619,NULL,NULL,NULL,1571201.28,NO,2019-03-16 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2984,102 Adelaide St,102 Adelaide Street,Zashvin Pty. Ltd.,Office,102,Adelaide Street,BRISBANE CITY,QLD,4000,-27.46823471,153.024804,N51052,Energy,Base Building,2019-02-09 0:00:00,3.5,3.5,0,NO,NULL,NULL,643543,643543,106.5168744,106.5168744,415,NULL,NULL,NULL,2511702.6,NO,2019-02-09 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2993,Central Townsville,520 Flinders,The Trustee for IREIT Sub-trust,Office,502-512,Flinders Street,TOWNSVILLE CITY,QLD,4810,NULL,NULL,N48767,Energy,Whole Building,2018-09-06 0:00:00,3,3,0,NO,NULL,NULL,455772,455772,235.4315822,235.4315822,911,NULL,NULL,NULL,1764277.56,NO,2018-09-06 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2995,Shell House,Shell House,"Department of Economic Development, Jobs, Transport and Resources",Office,1,Spring Street,MELBOURNE,VIC,3000,-37.81529835,144.9740655,N49845,Energy,Tenancy,2018-11-01 0:00:00,5,5,0,NO,NULL,NULL,1824327,1824327,93.94643335,93.94643335,252,NULL,NULL,NULL,4901176.8,NO,2018-11-01 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
