RatingReferenceNumber,PremiseID,PremiseName,StarRatingWithGreenPower,StarRatingWithoutGreenPower,PremiseType,StreetNumber,StreetName,Suburb,State,Postcode,Latitude,Longitude,GNAFLGA,StarRating,CertificateValidTo,RatingType,RatingScope
N48565,6409,100 Market Street,5 Stars,5 Stars,Office,100,Market Street,SYDNEY,NSW,2000,NULL,NULL,NULL,5 Stars,2018-11-07 0:00:00,Energy,Base Building
N49245,1538,100 Pacific Highway,3.5 Stars,3.5 Stars,Office,100,Pacific Highway,NORTH SYDNEY,NSW,2060,-33.83784001,151.2055947,NORTH SYDNEY COUNCIL,3.5 Stars,2018-10-30 0:00:00,Water,Base Building
N49245,1538,100 Pacific Highway,5 Stars,5 Stars,Office,100,Pacific Highway,NORTH SYDNEY,NSW,2060,-33.83784001,151.2055947,NORTH SYDNEY COUNCIL,5 Stars,2018-10-30 0:00:00,Energy,Base Building
N49858,1538,"100 Pacific Highway, North Sydney",4 Stars,4 Stars,Office,100,Pacific Highway,NORTH SYDNEY,NSW,2060,-33.83784001,151.2055947,NORTH SYDNEY COUNCIL,4 Stars,2018-12-18 0:00:00,Indoor Environment,Base Building
N48728,868,100 Pirie Street,3.5 Stars,3.5 Stars,Office,100,Pirie Street,ADELAIDE,SA,5000,-34.9253527,138.6034613,ADELAIDE CITY COUNCIL,3.5 Stars,2018-06-29 0:00:00,Energy,Base Building
N49487,4895,100 Queen Street,2 Stars,2 Stars,Office,100,Queen Street,MELBOURNE,VIC,3000,NULL,NULL,NULL,2 Stars,2018-10-26 0:00:00,Water,Whole Building
N49487,4895,100 Queen Street,3 Stars,3 Stars,Office,100,Queen Street,MELBOURNE,VIC,3000,NULL,NULL,NULL,3 Stars,2018-10-26 0:00:00,Energy,Whole Building
N48450,6156,100 Skyring,4 Stars,4 Stars,Office,100,Skyring Terrace,NEWSTEAD,QLD,4006,-27.45058852,153.0425684,BRISBANE CITY,4 Stars,2018-05-29 0:00:00,Water,Base Building
N48450,6156,100 Skyring,5.5 Stars,5.5 Stars,Office,100,Skyring Terrace,NEWSTEAD,QLD,4006,-27.45058852,153.0425684,BRISBANE CITY,5.5 Stars,2018-05-29 0:00:00,Energy,Base Building
N49357,4812,100 St Georges Terrace,4 Stars,4 Stars,Office,100,St Georges Terrace,PERTH,WA,6000,-31.95449086,115.8578052,CITY OF PERTH,4 Stars,2018-10-28 0:00:00,Water,Base Building
N49357,4812,100 St Georges Terrace,5.5 Stars,5.5 Stars,Office,100,St Georges Terrace,PERTH,WA,6000,-31.95449086,115.8578052,CITY OF PERTH,5.5 Stars,2018-10-28 0:00:00,Energy,Base Building
N49985,4812,100 St Georges Terrace,4.5 Stars,4.5 Stars,Office,100,St Georges Terrace,PERTH,WA,6000,-31.95449086,115.8578052,CITY OF PERTH,4.5 Stars,2019-02-19 0:00:00,Indoor Environment,Base Building
N49567,1056,100 Waymouth Street,4 Stars,4 Stars,Office,100,Waymouth Street,ADELAIDE,SA,5000,-34.92520524,138.5962544,ADELAIDE CITY COUNCIL,4 Stars,2019-01-30 0:00:00,Water,Base Building
N49567,1056,100 Waymouth Street,5 Stars,5 Stars,Office,100,Waymouth Street,ADELAIDE,SA,5000,-34.92520524,138.5962544,ADELAIDE CITY COUNCIL,5 Stars,2019-01-30 0:00:00,Energy,Base Building
N48222,2024,100 Wickham,2 Stars,2 Stars,Office,100,Wickham Street,FORTITUDE VALLEY,QLD,4006,-27.45970225,153.0311692,BRISBANE CITY,2 Stars,2018-05-05 0:00:00,Energy,Base Building
N49513,1204,101 Collins Street,3 Stars,3 Stars,Office,101,Collins Street,MELBOURNE,VIC,3000,-37.814541,144.9705,MELBOURNE CITY,3 Stars,2018-11-08 0:00:00,Water,Base Building
N49513,1204,101 Collins Street,4 Stars,4 Stars,Office,101,Collins Street,MELBOURNE,VIC,3000,-37.814541,144.9705,MELBOURNE CITY,4 Stars,2018-11-08 0:00:00,Energy,Base Building
N49599,1204,101 Collins Street,4.5 Stars,4.5 Stars,Office,101,Collins Street,MELBOURNE,VIC,3000,-37.814541,144.9705,MELBOURNE CITY,4.5 Stars,2018-10-18 0:00:00,Indoor Environment,Base Building
N49008,272,101 Grenfell,4.5 Stars,4.5 Stars,Office,101,Grenfell Street,ADELAIDE,SA,5000,-34.92476927,138.6035701,ADELAIDE CITY COUNCIL,4.5 Stars,2018-09-08 0:00:00,Energy,Base Building
N46904,1936,101 Miller Street North Sydney,3.5 Stars,3.5 Stars,Office,101,Miller Street,NORTH SYDNEY,NSW,2060,-33.84021325,151.2073684,NORTH SYDNEY COUNCIL,3.5 Stars,2018-03-15 0:00:00,Water,Base Building
N46904,1936,101 Miller Street North Sydney,5 Stars,5 Stars,Office,101,Miller Street,NORTH SYDNEY,NSW,2060,-33.84021325,151.2073684,NORTH SYDNEY COUNCIL,5 Stars,2018-03-15 0:00:00,Energy,Base Building
N49015,4810,10-12 Mort Street Canberra,5 Stars,5 Stars,Office,10,Mort Street,CANBERRA,ACT,2601,NULL,NULL,NULL,5 Stars,2018-08-04 0:00:00,Energy,Base Building
N49015,4810,10-12 Mort Street Canberra,5.5 Stars,5.5 Stars,Office,10,Mort Street,CANBERRA,ACT,2601,NULL,NULL,NULL,5.5 Stars,2018-08-04 0:00:00,Water,Base Building
N51052,2984,102 Adelaide Street,3.5 Stars,3.5 Stars,Office,102,Adelaide Street,BRISBANE CITY,QLD,4000,-27.46823471,153.024804,BRISBANE CITY,3.5 Stars,2019-02-09 0:00:00,Energy,Base Building
N49205,7521,10-20 Bond Street,3 Stars,3 Stars,Office,10-20,Bond Street,SYDNEY,NSW,2000,-33.86440703,151.2082886,COUNCIL OF THE CITY OF SYDNEY,3 Stars,2018-10-10 0:00:00,Water,Base Building
N49205,7521,10-20 Bond Street,5 Stars,5 Stars,Office,10-20,Bond Street,SYDNEY,NSW,2000,-33.86440703,151.2082886,COUNCIL OF THE CITY OF SYDNEY,5 Stars,2018-10-10 0:00:00,Energy,Base Building
N48586,1760,105 Miller Street,3.5 Stars,3.5 Stars,Office,105-153,Miller Street,NORTH SYDNEY,NSW,2060,-33.83836304,151.2074944,NORTH SYDNEY COUNCIL,3.5 Stars,2018-08-02 0:00:00,Water,Base Building
N48586,1760,105 Miller Street,5 Stars,5 Stars,Office,105-153,Miller Street,NORTH SYDNEY,NSW,2060,-33.83836304,151.2074944,NORTH SYDNEY COUNCIL,5 Stars,2018-08-02 0:00:00,Energy,Base Building
N48857,1760,105 Miller Street,4 Stars,4 Stars,Office,105-153,Miller Street,NORTH SYDNEY,NSW,2060,-33.83836304,151.2074944,NORTH SYDNEY COUNCIL,4 Stars,2018-07-24 0:00:00,Energy,Tenancy
N49047,4779,107 Mount Street,2.5 Stars,2.5 Stars,Office,107,Mount Street,NORTH SYDNEY,NSW,2060,NULL,NULL,NULL,2.5 Stars,2018-07-24 0:00:00,Water,Base Building
N49047,4779,107 Mount Street,5 Stars,5 Stars,Office,107,Mount Street,NORTH SYDNEY,NSW,2060,NULL,NULL,NULL,5 Stars,2018-07-24 0:00:00,Energy,Base Building
N49667,5119,107-113 Wollumbin Street,5 Stars,5 Stars,Office,113,Wollumbin Street,MURWILLUMBAH,NSW,2484,-28.32714652,153.3944589,TWEED SHIRE COUNCIL,5 Stars,2018-06-30 0:00:00,Energy,Whole Building
N48603,3576,108 St Georges Terrace,3.5 Stars,3.5 Stars,Office,108,St Georges Terrace,PERTH,WA,6000,-31.95444584,115.8570611,CITY OF PERTH,3.5 Stars,2018-06-28 0:00:00,Energy,Tenancy
N51357,7766,108 Stirling Street Pty Ltd,0 Star,0 Star,Office,108,Stirling Street,PERTH,WA,6000,-31.94948476,115.864685,CITY OF PERTH,0 Star,2019-02-02 0:00:00,Energy,Whole Building
N51357,7766,108 Stirling Street Pty Ltd,2.5 Stars,2.5 Stars,Office,108,Stirling Street,PERTH,WA,6000,-31.94948476,115.864685,CITY OF PERTH,2.5 Stars,2019-02-02 0:00:00,Water,Whole Building
N49850,651,109 St Georges Terrace,3 Stars,3 Stars,Office,109,St Georges Terrace,PERTH,WA,6000,-31.95519,115.8566,CITY OF PERTH,3 Stars,2018-11-27 0:00:00,Energy,Base Building
N49850,651,109 St Georges Terrace,3.5 Stars,3.5 Stars,Office,109,St Georges Terrace,PERTH,WA,6000,-31.95519,115.8566,CITY OF PERTH,3.5 Stars,2018-11-27 0:00:00,Water,Base Building
N49880,4502,10A Julius Ave NORTH RYDE,3 Stars,3 Stars,Office,10a,Julius Avenue,NORTH RYDE,NSW,2113,-33.7993042,151.1419541,RYDE CITY COUNCIL,3 Stars,2018-11-06 0:00:00,Energy,Base Building
N48721,7422,"11 Bowden St, Alexandria",4.5 Stars,4.5 Stars,Office,11,Bowden Street,ALEXANDRIA,NSW,2015,-33.90453443,151.1954384,COUNCIL OF THE CITY OF SYDNEY,4.5 Stars,2019-01-09 0:00:00,Energy,Base Building
N48766,1751,11 Exhibition Street,4 Stars,4 Stars,Office,11,Exhibition Street,MELBOURNE,VIC,3000,-37.815421,144.971824,MELBOURNE CITY,4 Stars,2018-07-11 0:00:00,Water,Base Building
N48766,1751,11 Exhibition Street,4.5 Stars,4.5 Stars,Office,11,Exhibition Street,MELBOURNE,VIC,3000,-37.815421,144.971824,MELBOURNE CITY,4.5 Stars,2018-07-11 0:00:00,Energy,Base Building
N48210,2986,11 Moore Street,4 Stars,4 Stars,Office,11,Moore Street,CANBERRA,ACT,2601,-35.27664816,149.1278567,,4 Stars,2018-03-23 0:00:00,Water,Base Building
N48210,2986,11 Moore Street,4.5 Stars,4.5 Stars,Office,11,Moore Street,CANBERRA,ACT,2601,-35.27664816,149.1278567,,4.5 Stars,2018-03-23 0:00:00,Energy,Base Building
N49214,1441,11 Talavera Road,4 Stars,4 Stars,Office,11,Talavera Road,MACQUARIE PARK,NSW,2113,-33.78319073,151.1297288,RYDE CITY COUNCIL,4 Stars,2018-09-26 0:00:00,Water,Base Building
N49214,1441,11 Talavera Road,5 Stars,4.5 Stars,Office,11,Talavera Road,MACQUARIE PARK,NSW,2113,-33.78319073,151.1297288,RYDE CITY COUNCIL,5 Stars,2018-09-26 0:00:00,Energy,Base Building
N48166,127,110 George Street,3.5 Stars,3 Stars,Office,110,George Street,PARRAMATTA,NSW,2150,-33.81386318,151.0075691,PARRAMATTA CITY COUNCIL,3.5 Stars,2018-06-06 0:00:00,Energy,Tenancy
N48004,2572,110 Walker Street,3 Stars,3 Stars,Office,110,Walker Street,NORTH SYDNEY,NSW,2060,-33.83793732,151.2087505,NORTH SYDNEY COUNCIL,3 Stars,2018-03-31 0:00:00,Water,Base Building
N48004,2572,110 Walker Street,5 Stars,5 Stars,Office,110,Walker Street,NORTH SYDNEY,NSW,2060,-33.83793732,151.2087505,NORTH SYDNEY COUNCIL,5 Stars,2018-03-31 0:00:00,Energy,Base Building
N48607,5302,1100 Hay St,4 Stars,4 Stars,Office,1100,Hay Street,WEST PERTH,WA,6005,-31.94978,115.84682,CITY OF PERTH,4 Stars,2018-06-19 0:00:00,Energy,Base Building
N51083,1169,111 George St,4.5 Stars,4.5 Stars,Office,111,George Street,BRISBANE CITY,QLD,4000,NULL,NULL,BRISBANE CITY,4.5 Stars,2019-01-05 0:00:00,Water,Base Building
N51083,1169,111 George St,5 Stars,5 Stars,Office,111,George Street,BRISBANE CITY,QLD,4000,NULL,NULL,BRISBANE CITY,5 Stars,2019-01-05 0:00:00,Energy,Base Building
N48580,945,111 Pacific Highway,4 Stars,4 Stars,Office,111,Pacific Highway,NORTH SYDNEY,NSW,2060,-33.83987907,151.2082149,NORTH SYDNEY COUNCIL,4 Stars,2018-06-20 0:00:00,Water,Base Building
N48580,945,111 Pacific Highway,4.5 Stars,4.5 Stars,Office,111,Pacific Highway,NORTH SYDNEY,NSW,2060,-33.83987907,151.2082149,NORTH SYDNEY COUNCIL,4.5 Stars,2018-06-20 0:00:00,Energy,Base Building
N49019,4804,111 St Georges Terrace,3.5 Stars,3.5 Stars,Office,111,St Georges Terrace,PERTH,WA,6000,-31.9548059,115.8559707,CITY OF PERTH,3.5 Stars,2018-09-08 0:00:00,Energy,Base Building
N49019,4804,111 St Georges Terrace,3.5 Stars,3.5 Stars,Office,111,St Georges Terrace,PERTH,WA,6000,-31.9548059,115.8559707,CITY OF PERTH,3.5 Stars,2018-09-08 0:00:00,Water,Base Building
N51072,7662,111-117 Devonshire St,3.5 Stars,3.5 Stars,Office,111-117,Devonshire Street,SURRY HILLS,NSW,2010,-33.8869465,151.2087525,COUNCIL OF THE CITY OF SYDNEY,3.5 Stars,2018-12-20 0:00:00,Water,Whole Building
N51072,7662,111-117 Devonshire St,4 Stars,4 Stars,Office,111-117,Devonshire Street,SURRY HILLS,NSW,2010,-33.8869465,151.2087525,COUNCIL OF THE CITY OF SYDNEY,4 Stars,2018-12-20 0:00:00,Energy,Whole Building
N49713,7625,112 Pilbara Street,1 Star,1 Star,Office,112,Pilbara Street,WELSHPOOL,WA,6106,-31.98667829,115.9448906,CITY OF CANNING,1 Star,2018-10-16 0:00:00,Energy,Whole Building
N47895,1255,11-29 Waymouth St,4.5 Stars,4.5 Stars,Office,11,Waymouth Street,ADELAIDE,SA,5000,-34.92618086,138.5988642,ADELAIDE CITY COUNCIL,4.5 Stars,2018-04-02 0:00:00,Water,Base Building
N47895,1255,11-29 Waymouth St,5.5 Stars,5.5 Stars,Office,11,Waymouth Street,ADELAIDE,SA,5000,-34.92618086,138.5988642,ADELAIDE CITY COUNCIL,5.5 Stars,2018-04-02 0:00:00,Energy,Base Building
N49370,2923,114 William Street,2.5 Stars,2.5 Stars,Office,114,William Street,MELBOURNE,VIC,3000,-37.81645989,144.9588796,MELBOURNE CITY,2.5 Stars,2018-09-11 0:00:00,Energy,Base Building
N49766,7637,"1155 Toorak Road, Camberwell",0 Star,0 Star,Office,1155,Toorak Road,CAMBERWELL,VIC,3124,-37.84813304,145.0775189,BOROONDARA CITY,0 Star,2019-01-19 0:00:00,Energy,Whole Building
N51415,753,116 Adelaide St,2.5 Stars,2.5 Stars,Office,116,Adelaide Street,BRISBANE CITY,QLD,4000,-27.468055,153.0250351,BRISBANE CITY,2.5 Stars,2019-02-27 0:00:00,Energy,Base Building
N51278,1352,116 Miller Street,2.5 Stars,2.5 Stars,Office,116,Miller Street,NORTH SYDNEY,NSW,2060,-33.83729956,151.2066473,NORTH SYDNEY COUNCIL,2.5 Stars,2019-02-16 0:00:00,Water,Base Building
N51278,1352,116 Miller Street,3.5 Stars,3.5 Stars,Office,116,Miller Street,NORTH SYDNEY,NSW,2060,-33.83729956,151.2066473,NORTH SYDNEY COUNCIL,3.5 Stars,2019-02-16 0:00:00,Energy,Base Building
N51207,954,117 Clarence St Sydney NSW,4 Stars,4 Stars,Office,117,Clarence Street,SYDNEY,NSW,2000,-33.86700875,151.2047317,COUNCIL OF THE CITY OF SYDNEY,4 Stars,2018-12-22 0:00:00,Water,Base Building
N51207,954,117 Clarence St Sydney NSW,4.5 Stars,4.5 Stars,Office,117,Clarence Street,SYDNEY,NSW,2000,-33.86700875,151.2047317,COUNCIL OF THE CITY OF SYDNEY,4.5 Stars,2018-12-22 0:00:00,Energy,Base Building
N48925,2140,117 Great Eastern Highway,4.5 Stars,4.5 Stars,Office,117-123,Great Eastern Highway,RIVERVALE,WA,6103,-31.95337622,115.9142231,CITY OF BELMONT,4.5 Stars,2018-08-09 0:00:00,Energy,Base Building
N48461,5790,117 York Street,3.5 Stars,3.5 Stars,Office,117,York Street,SYDNEY,NSW,2000,-33.87140886,151.2060768,COUNCIL OF THE CITY OF SYDNEY,3.5 Stars,2018-05-22 0:00:00,Energy,Base Building
N51201,7721,"117-121 Maitland Rd, Mayfield, NSW 2304",1 Star,1 Star,Office,117-121,Maitland Road,MAYFIELD,NSW,2304,-32.89891468,151.739139,NEWCASTLE CITY COUNCIL,1 Star,2018-12-21 0:00:00,Energy,Whole Building
N49887,7658,12 Faulding Street,1.5 Stars,1.5 Stars,Office,12,Faulding Street,SYMONSTON,ACT,2609,-35.33581708,149.1666949,,1.5 Stars,2019-01-29 0:00:00,Energy,Whole Building
N49877,5821,12 Julius Avenue (Building A),4 Stars,4 Stars,Office,12A,Julius Avenue,NORTH RYDE,NSW,2113,-33.79839303,151.1410823,RYDE CITY COUNCIL,4 Stars,2018-11-02 0:00:00,Energy,Base Building
N49879,5822,12 Julius Avenue (Building B),4.5 Stars,4.5 Stars,Office,12B,Julius Avenue,NORTH RYDE,NSW,2113,-33.79839303,151.1410823,RYDE CITY COUNCIL,4.5 Stars,2018-11-06 0:00:00,Energy,Base Building
N48429,1111,12 Moore Street,3.5 Stars,3.5 Stars,Office,12,Moore Street,CANBERRA,ACT,2601,-35.2767035,149.1282979,,3.5 Stars,2018-05-31 0:00:00,Energy,Base Building
N48429,1111,12 Moore Street,4 Stars,4 Stars,Office,12,Moore Street,CANBERRA,ACT,2601,-35.2767035,149.1282979,,4 Stars,2018-05-31 0:00:00,Water,Base Building
N48884,4065,12 Pirie Street,3.5 Stars,3.5 Stars,Office,12,Pirie Street,ADELAIDE,SA,5000,NULL,NULL,NULL,3.5 Stars,2018-06-23 0:00:00,Energy,Base Building
N49681,1189,12 Wesley Court,2.5 Stars,2.5 Stars,Office,12,Wesley Court,BURWOOD EAST,VIC,3151,-37.85758523,145.1685482,WHITEHORSE CITY,2.5 Stars,2018-10-18 0:00:00,Energy,Base Building
N48344,2493,120 Bunda Street,5.5 Stars,5.5 Stars,Office,112-120,Bunda Street,PORTSMITH,QLD,4870,-16.92816543,145.7733459,NULL,5.5 Stars,2018-05-16 0:00:00,Energy,Tenancy
N49549,2493,120 Bunda Street,5 Stars,5 Stars,Office,112-120,Bunda Street,PORTSMITH,QLD,4870,-16.92816543,145.7733459,NULL,5 Stars,2018-11-04 0:00:00,Energy,Base Building
N48612,221,120 Collins Street,3.5 Stars,3.5 Stars,Office,120,Collins Street,MELBOURNE,VIC,3000,-37.8141112,144.9689748,MELBOURNE CITY,3.5 Stars,2018-07-28 0:00:00,Water,Base Building
N48612,221,120 Collins Street,4 Stars,4 Stars,Office,120,Collins Street,MELBOURNE,VIC,3000,-37.8141112,144.9689748,MELBOURNE CITY,4 Stars,2018-07-28 0:00:00,Energy,Base Building
N48201,1807,120 Dalley Street EAST LISMORE NSW 2480,5.5 Stars,5.5 Stars,Office,120,Dalley Street,EAST LISMORE,NSW,2480,-28.82150844,153.2984645,LISMORE CITY COUNCIL,5.5 Stars,2018-03-31 0:00:00,Energy,Whole Building
N48329,4611,120 Spencer St,3 Stars,3 Stars,Office,120,Spencer Street,MELBOURNE,VIC,3000,-37.8182759,144.9540957,MELBOURNE CITY,3 Stars,2018-04-21 0:00:00,Energy,Base Building
N49462,5933,"1202 Hay Street,WEST PERTH, WA 6005",3.5 Stars,3.5 Stars,Office,1202,Hay Street,West Perth,WA,6005,NULL,NULL,NULL,3.5 Stars,2018-09-22 0:00:00,Energy,Whole Building
N51503,5304,1-21 Dean Street,0 Star,0 Star,Office,1-21,Dean Street,MOONEE PONDS,VIC,3039,NULL,NULL,NULL,0 Star,2019-02-27 0:00:00,Energy,Whole Building
N51503,5304,1-21 Dean Street,5 Stars,5 Stars,Office,1-21,Dean Street,MOONEE PONDS,VIC,3039,NULL,NULL,NULL,5 Stars,2019-02-27 0:00:00,Water,Whole Building
N49630,3116,121 Marcus Clarke St,4.5 Stars,4.5 Stars,Office,121,Marcus Clarke Street,CANBERRA,ACT,2601,-35.27805933,149.1260511,,4.5 Stars,2018-10-18 0:00:00,Energy,Base Building
N49601,5526,121 Wharf Street,4.5 Stars,4.5 Stars,Office,121,Wharf & 338 Turbot St,SPRING HILL,QLD,4000,-27.46312699,153.0281902,BRISBANE CITY,4.5 Stars,2018-12-12 0:00:00,Energy,Whole Building
N48417,4870,12-14 Little Ryrie Street,5 Stars,5 Stars,Office,12-14,Little Ryrie Street,GEELONG,VIC,3220,NULL,NULL,NULL,5 Stars,2018-05-12 0:00:00,Energy,Base Building
N51256,4984,12-14 The Esplanade,1.5 Stars,1.5 Stars,Office,12-14,The Esplanade,PERTH,WA,6000,NULL,NULL,NULL,1.5 Stars,2019-01-31 0:00:00,Water,Base Building
N51256,4984,12-14 The Esplanade,4 Stars,4 Stars,Office,12-14,The Esplanade,PERTH,WA,6000,NULL,NULL,NULL,4 Stars,2019-01-31 0:00:00,Energy,Base Building
N48389,6377,122 Frome St Adelaide,2.5 Stars,2.5 Stars,Office,122,Frome Street,ADELAIDE,SA,5000,-34.92559185,138.6084095,ADELAIDE CITY COUNCIL,2.5 Stars,2018-05-12 0:00:00,Energy,Base Building
N49362,3503,12-20 Bell Street,4.5 Stars,4.5 Stars,Office,12-20,Bell Street,TOOWOOMBA CITY,QLD,4350,NULL,NULL,NULL,4.5 Stars,2018-09-28 0:00:00,Energy,Whole Building
N48629,4783,123 Epping Road,3.5 Stars,3.5 Stars,Office,123,Epping Road,MACQUARIE PARK,NSW,2113,-33.78402194,151.1180606,RYDE CITY COUNCIL,3.5 Stars,2018-07-12 0:00:00,Water,Base Building
N48629,4783,123 Epping Road,4.5 Stars,4.5 Stars,Office,123,Epping Road,MACQUARIE PARK,NSW,2113,-33.78402194,151.1180606,RYDE CITY COUNCIL,4.5 Stars,2018-07-12 0:00:00,Energy,Base Building
N48442,1048,124 Walker Street,1.5 Stars,1.5 Stars,Office,124,Walker Street,NORTH SYDNEY,NSW,2060,-33.83732813,151.2088695,NORTH SYDNEY COUNCIL,1.5 Stars,2018-05-25 0:00:00,Water,Base Building
N48442,1048,124 Walker Street,4.5 Stars,4.5 Stars,Office,124,Walker Street,NORTH SYDNEY,NSW,2060,-33.83732813,151.2088695,NORTH SYDNEY COUNCIL,4.5 Stars,2018-05-25 0:00:00,Energy,Base Building
N48307,2095,126 Church Street,2 Stars,2 Stars,Office,126,Church Street,PARRAMATTA,NSW,2150,NULL,NULL,PARRAMATTA CITY COUNCIL,2 Stars,2018-03-30 0:00:00,Energy,Base Building
N49592,7589,129 Logan Rd,5.5 Stars,5.5 Stars,Office,129,Logan Road,WOOLLOONGABBA,QLD,4102,-27.49102388,153.039881,BRISBANE CITY,5.5 Stars,2019-01-09 0:00:00,Energy,Base Building
N49558,3327,12a Rodborough Rd Frenchs Forest,2 Stars,2 Stars,Office,12a,Rodborough Road,FRENCHS FOREST,NSW,2086,-33.75360174,151.2468944,WARRINGAH COUNCIL,2 Stars,2018-09-25 0:00:00,Energy,Base Building
N51397,5719,13 Grandview Drive,5 Stars,5 Stars,Office,13,Grandview Drive,MOUNT PLEASANT,QLD,4740,-21.12188148,149.1579971,MACKAY REGIONAL,5 Stars,2019-01-30 0:00:00,Energy,Whole Building
N51397,5719,13 Grandview Drive,5.5 Stars,5.5 Stars,Office,13,Grandview Drive,MOUNT PLEASANT,QLD,4740,-21.12188148,149.1579971,MACKAY REGIONAL,5.5 Stars,2019-01-30 0:00:00,Water,Whole Building
N51026,7652,1-3 Munn Street / 25 Hickson Rd,3 Stars,3 Stars,Office,1-3,Munn Street,MILLERS POINT,NSW,2000,-33.85829557,151.202573,COUNCIL OF THE CITY OF SYDNEY,3 Stars,2019-01-30 0:00:00,Energy,Whole Building
N49017,2198,130 Commercial Road,4 Stars,4 Stars,Office,130,Commercial Road,TENERIFFE,QLD,4005,-27.4532126,153.0473597,BRISBANE CITY,4 Stars,2018-07-21 0:00:00,Energy,Base Building
N51344,7763,130 Hay Street,3.5 Stars,3.5 Stars,Office,130,Hay Street,SUBIACO,WA,6008,-31.94670791,115.8337377,CITY OF SUBIACO,3.5 Stars,2019-01-28 0:00:00,Energy,Whole Building
N51344,7763,130 Hay Street,4 Stars,4 Stars,Office,130,Hay Street,SUBIACO,WA,6008,-31.94670791,115.8337377,CITY OF SUBIACO,4 Stars,2019-01-28 0:00:00,Water,Whole Building
N49654,1848,132 Arthur St North Sydney,4 Stars,4 Stars,Office,132,Arthur Street,NORTH SYDNEY,NSW,2060,-33.83853272,151.2098116,NORTH SYDNEY COUNCIL,4 Stars,2018-10-19 0:00:00,Energy,Base Building
N49654,1848,132 Arthur St North Sydney,4.5 Stars,4.5 Stars,Office,132,Arthur Street,NORTH SYDNEY,NSW,2060,-33.83853272,151.2098116,NORTH SYDNEY COUNCIL,4.5 Stars,2018-10-19 0:00:00,Water,Base Building
N49902,1401,133 Mary Street,0 Star,0 Star,Office,133,Mary Street,BRISBANE CITY,QLD,4000,-27.47123338,153.0288828,BRISBANE CITY,0 Star,2018-12-12 0:00:00,Energy,Base Building
N49144,5417,"135 King St, Sydney",3.5 Stars,3.5 Stars,Office,135,King Street,SYDNEY,NSW,2000,-33.86926095,151.2087242,COUNCIL OF THE CITY OF SYDNEY,3.5 Stars,2018-08-22 0:00:00,Water,Base Building
N49144,5417,"135 King St, Sydney",4.5 Stars,4.5 Stars,Office,135,King Street,SYDNEY,NSW,2000,-33.86926095,151.2087242,COUNCIL OF THE CITY OF SYDNEY,4.5 Stars,2018-08-22 0:00:00,Energy,Base Building
N49085,7485,"137-153 Crown Street,Darlinghurst",4 Stars,4 Stars,Office,137-153,Crown Street,DARLINGHURST,NSW,2010,-33.87637644,151.2155679,COUNCIL OF THE CITY OF SYDNEY,4 Stars,2018-09-01 0:00:00,Energy,Base Building
N49288,7525,138 Mary Street Brisbane,4.5 Stars,4.5 Stars,Office,138,Mary Street,BRISBANE CITY,QLD,4000,-27.47099076,153.0281743,BRISBANE CITY,4.5 Stars,2018-09-05 0:00:00,Energy,Whole Building
N49965,897,14 Moore Street,3 Stars,3 Stars,Office,14,Moore Street,CANBERRA,ACT,2601,-35.2763329,149.1283541,,3 Stars,2018-11-22 0:00:00,Water,Base Building
N49965,897,14 Moore Street,3.5 Stars,3.5 Stars,Office,14,Moore Street,CANBERRA,ACT,2601,-35.2763329,149.1283541,,3.5 Stars,2018-11-22 0:00:00,Energy,Base Building
N48340,4851,140 Elizabeth Street,4.5 Stars,4.5 Stars,Office,140,Elizabeth Street,BRISBANE CITY,QLD,4000,NULL,NULL,NULL,4.5 Stars,2018-04-09 0:00:00,Energy,Base Building
N51353,2658,140 St Georges Terrace PERTH WA 6000,3.5 Stars,3.5 Stars,Office,140,St Georges Terrace,PERTH,WA,6000,-31.95421,115.85631,CITY OF PERTH,3.5 Stars,2019-02-16 0:00:00,Energy,Base Building
N51353,2658,140 St Georges Terrace PERTH WA 6000,3.5 Stars,3.5 Stars,Office,140,St Georges Terrace,PERTH,WA,6000,-31.95421,115.85631,CITY OF PERTH,3.5 Stars,2019-02-16 0:00:00,Water,Base Building
N49883,1002,140 Sussex Street,3.5 Stars,3.5 Stars,Office,140,Sussex Street,SYDNEY,NSW,2000,-33.86921461,151.2039565,COUNCIL OF THE CITY OF SYDNEY,3.5 Stars,2018-11-27 0:00:00,Water,Base Building
N49883,1002,140 Sussex Street,4.5 Stars,4.5 Stars,Office,140,Sussex Street,SYDNEY,NSW,2000,-33.86921461,151.2039565,COUNCIL OF THE CITY OF SYDNEY,4.5 Stars,2018-11-27 0:00:00,Energy,Base Building
N46916,2833,140W,3 Stars,3 Stars,Office,140,William Street,MELBOURNE,VIC,3000,-37.81595035,144.9585983,MELBOURNE CITY,3 Stars,2018-06-16 0:00:00,Water,Base Building
N46916,2833,140W,3.5 Stars,3.5 Stars,Office,140,William Street,MELBOURNE,VIC,3000,-37.81595035,144.9585983,MELBOURNE CITY,3.5 Stars,2018-06-16 0:00:00,Energy,Base Building
N48370,4365,141 Walker Street NORTH SYDNEY,4 Stars,4 Stars,Office,141,Walker Street,NORTH SYDNEY,NSW,2060,-33.83825134,151.2093274,NORTH SYDNEY COUNCIL,4 Stars,2018-05-08 0:00:00,Water,Base Building
