RatingReferenceNumber,PremiseID,PremiseName,StarRatingWithGreenPower,StarRatingWithoutGreenPower,PremiseType,StreetNumber,StreetName,Suburb,State,Postcode,Latitude,Longitude,GNAFLGA,StarRating,CertificateValidTo,RatingType,RatingScope
N49919,4797,,4 Stars,4 Stars,Office,64-76,Kippax Street,SURRY HILLS,NSW,2010,NULL,NULL,NULL,4 Stars,2018-11-09 0:00:00,Energy,Whole Building
N49921,3062,,1.5 Stars,1.5 Stars,Office,19,Harris Street,PYRMONT,NSW,2009,NULL,NULL,COUNCIL OF THE CITY OF SYDNEY,1.5 Stars,2018-11-23 0:00:00,Water,Base Building
N49921,3062,,3.5 Stars,3.5 Stars,Office,19,Harris Street,PYRMONT,NSW,2009,NULL,NULL,COUNCIL OF THE CITY OF SYDNEY,3.5 Stars,2018-11-23 0:00:00,Energy,Base Building
N49942,6119,,4 Stars,4 Stars,Office,452-484,Johnston Street,ABBOTSFORD,VIC,3067,-37.80054903,145.0018913,YARRA CITY,4 Stars,2019-02-22 0:00:00,Energy,Whole Building
N49960,7666,,3.5 Stars,3.5 Stars,Office,451,Little Bourke Street,MELBOURNE,VIC,3000,-37.81437784,144.95938,MELBOURNE CITY,3.5 Stars,2018-11-16 0:00:00,Energy,Base Building
N49961,2328,,3 Stars,3 Stars,Office,460,Lonsdale Street,MELBOURNE,VIC,3000,-37.81316395,144.9584739,MELBOURNE CITY,3 Stars,2018-11-16 0:00:00,Energy,Base Building
N49983,7593,,1 Star,1 Star,Office,66,Archer Street,CHATSWOOD,NSW,2067,-33.79655069,151.1854333,WILLOUGHBY CITY COUNCIL,1 Star,2018-11-13 0:00:00,Energy,Whole Building
N51004,4969,,3.5 Stars,3.5 Stars,Office,4-16,Yurong Street,DARLINGHURST,NSW,2010,NULL,NULL,NULL,3.5 Stars,2019-01-15 0:00:00,Energy,Whole Building
N51009,6266,,4 Stars,4 Stars,Office,150,Collins Street,MELBOURNE,VIC,3000,-37.81411812,144.9684235,MELBOURNE CITY,4 Stars,2019-01-18 0:00:00,Water,Base Building
N51009,6266,,5 Stars,4.5 Stars,Office,150,Collins Street,MELBOURNE,VIC,3000,-37.81411812,144.9684235,MELBOURNE CITY,5 Stars,2019-01-18 0:00:00,Energy,Base Building
N51028,2421,,1.5 Stars,1.5 Stars,Office,26,Wharf Street,BRISBANE CITY,QLD,4000,-27.46536193,153.0296153,BRISBANE CITY,1.5 Stars,2018-12-31 0:00:00,Energy,Base Building
N51037,7683,,4.5 Stars,4.5 Stars,Office,357,Hunter Street,NEWCASTLE,NSW,2300,-32.9272482,151.7729669,NEWCASTLE CITY COUNCIL,4.5 Stars,2018-12-21 0:00:00,Energy,Whole Building
N51039,7681,,5 Stars,5 Stars,Office,282,King Street,NEWCASTLE,NSW,2300,-32.92769703,151.7730088,NEWCASTLE CITY COUNCIL,5 Stars,2018-12-11 0:00:00,Energy,Whole Building
N51040,7682,,0 Star,0 Star,Office,140,Queen Street,MELBOURNE,VIC,3000,-37.81528384,144.9611156,MELBOURNE CITY,0 Star,2018-12-05 0:00:00,Energy,Base Building
N51045,1378,,5 Stars,4.5 Stars,Office,63,Queen Street,CAMPBELLTOWN,NSW,2560,-34.06244272,150.8177792,CAMPBELLTOWN CITY COUNCIL,5 Stars,2018-12-12 0:00:00,Energy,Whole Building
N51048,5116,,5 Stars,5 Stars,Office,60,Carrington Street,SYDNEY,NSW,2000,-33.86675764,151.206527,COUNCIL OF THE CITY OF SYDNEY,5 Stars,2018-12-12 0:00:00,Indoor Environment,Base Building
N51050,5899,,5 Stars,5 Stars,Office,240,Queen Street,BRISBANE CITY,QLD,4000,-27.46793563,153.0269636,BRISBANE CITY,5 Stars,2019-01-31 0:00:00,Indoor Environment,Base Building
N51056,2403,,3.5 Stars,3.5 Stars,Office,414,George Street,BRISBANE CITY,QLD,4000,-27.46833693,153.0204554,BRISBANE CITY,3.5 Stars,2018-12-17 0:00:00,Water,Base Building
N51056,2403,,4.5 Stars,4.5 Stars,Office,414,George Street,BRISBANE CITY,QLD,4000,-27.46833693,153.0204554,BRISBANE CITY,4.5 Stars,2018-12-17 0:00:00,Energy,Base Building
N51061,3810,,4 Stars,4 Stars,Office,5,Bridge Street,CONISTON,NSW,2500,NULL,NULL,NULL,4 Stars,2018-12-08 0:00:00,Energy,Base Building
N51077,7690,,2.5 Stars,2.5 Stars,Office,52-54,Monash Avenue,NEDLANDS,WA,6009,-31.97087507,115.8137758,CITY OF PERTH,2.5 Stars,2018-07-31 0:00:00,Energy,Base Building
N51077,7690,,3.5 Stars,3.5 Stars,Office,52-54,Monash Avenue,NEDLANDS,WA,6009,-31.97087507,115.8137758,CITY OF PERTH,3.5 Stars,2018-07-31 0:00:00,Water,Base Building
N51080,6297,,5 Stars,5 Stars,Office,20,Arthur Street,YEPPOON,QLD,4703,-23.13050652,150.7422286,LIVINGSTONE SHIRE,5 Stars,2018-12-05 0:00:00,Water,Base Building
N51080,6297,,5.5 Stars,5.5 Stars,Office,20,Arthur Street,YEPPOON,QLD,4703,-23.13050652,150.7422286,LIVINGSTONE SHIRE,5.5 Stars,2018-12-05 0:00:00,Energy,Base Building
N51085,7693,,1.5 Stars,1.5 Stars,Office,45,Murray Street,HOBART,TAS,7000,-42.8830438,147.3270032,HOBART CITY COUNCIL,1.5 Stars,2019-01-19 0:00:00,Energy,Base Building
N51112,7697,,4.5 Stars,4.5 Stars,Office,21-29,William Street,ORANGE,NSW,2800,-33.2830866,149.1055352,ORANGE CITY COUNCIL,4.5 Stars,2018-12-18 0:00:00,Energy,Whole Building
N51121,4619,,3 Stars,3 Stars,Office,213,Miller Street,NORTH SYDNEY,NSW,2060,NULL,NULL,NULL,3 Stars,2019-01-19 0:00:00,Water,Base Building
N51121,4619,,4 Stars,4 Stars,Office,213,Miller Street,NORTH SYDNEY,NSW,2060,NULL,NULL,NULL,4 Stars,2019-01-19 0:00:00,Energy,Base Building
N51125,5655,,6 Stars,3.5 Stars,Office,5,Murray Rose Avenue,SYDNEY OLYMPIC PARK,NSW,2127,-33.84614237,151.0695914,AUBURN CITY COUNCIL,6 Stars,2019-01-19 0:00:00,Water,Base Building
N51125,5655,,6 Stars,6 Stars,Office,5,Murray Rose Avenue,SYDNEY OLYMPIC PARK,NSW,2127,-33.84614237,151.0695914,AUBURN CITY COUNCIL,6 Stars,2019-01-19 0:00:00,Energy,Base Building
N51165,6013,,3.5 Stars,3.5 Stars,Office,436,St Kilda Road,MELBOURNE,VIC,3004,-37.83790968,144.9756854,PORT PHILLIP CITY,3.5 Stars,2018-12-23 0:00:00,Energy,Base Building
N51169,7703,,5 Stars,5 Stars,Office,332,Main Street,MORNINGTON,VIC,3931,-38.22633098,145.0430069,MORNINGTON PENINSULA SHIRE,5 Stars,2018-12-13 0:00:00,Energy,Whole Building
N51170,1825,,3 Stars,3 Stars,Office,73,Northbourne Avenue,CANBERRA,ACT,2601,-35.27604691,149.1292371,,3 Stars,2019-01-09 0:00:00,Water,Base Building
N51170,1825,,4.5 Stars,4.5 Stars,Office,73,Northbourne Avenue,CANBERRA,ACT,2601,-35.27604691,149.1292371,,4.5 Stars,2019-01-09 0:00:00,Energy,Base Building
N51173,7704,,5 Stars,5 Stars,Office,103-105,Harvester Road,SUNSHINE,VIC,3020,-37.77825,144.830016,BRIMBANK CITY,5 Stars,2019-02-05 0:00:00,Energy,Whole Building
N51187,3329,,4 Stars,4 Stars,Office,237,Ryrie Street,GEELONG,VIC,3220,NULL,NULL,NULL,4 Stars,2019-01-16 0:00:00,Energy,Base Building
N51187,3329,,6 Stars,6 Stars,Office,237,Ryrie Street,GEELONG,VIC,3220,NULL,NULL,NULL,6 Stars,2019-01-16 0:00:00,Water,Base Building
N51195,839,,2.5 Stars,2.5 Stars,Office,475,Victoria Avenue,CHATSWOOD,NSW,2067,-33.79704763,151.1791884,WILLOUGHBY CITY COUNCIL,2.5 Stars,2019-01-28 0:00:00,Water,Base Building
N51195,839,,4.5 Stars,4.5 Stars,Office,475,Victoria Avenue,CHATSWOOD,NSW,2067,-33.79704763,151.1791884,WILLOUGHBY CITY COUNCIL,4.5 Stars,2019-01-28 0:00:00,Energy,Base Building
N51205,1798,,4 Stars,4 Stars,Office,417,St Kilda Road,MELBOURNE,VIC,3004,-37.8377438,144.9765194,MELBOURNE CITY,4 Stars,2018-12-15 0:00:00,Water,Base Building
N51205,1798,,4.5 Stars,4.5 Stars,Office,417,St Kilda Road,MELBOURNE,VIC,3004,-37.8377438,144.9765194,MELBOURNE CITY,4.5 Stars,2018-12-15 0:00:00,Energy,Base Building
N51206,2930,,4 Stars,4 Stars,Office,8-12,Buller Street,PORT MACQUARIE,NSW,2444,-31.43171112,152.9036955,PORT MACQUARIE-HASTINGS COUNCIL,4 Stars,2018-12-21 0:00:00,Energy,Whole Building
N51206,2930,,4.5 Stars,4.5 Stars,Office,8-12,Buller Street,PORT MACQUARIE,NSW,2444,-31.43171112,152.9036955,PORT MACQUARIE-HASTINGS COUNCIL,4.5 Stars,2018-12-21 0:00:00,Water,Whole Building
N51211,5647,,1 Star,1 Star,Office,85,Coventry Street,SOUTHBANK,VIC,3006,-37.83007523,144.9671281,MELBOURNE CITY,1 Star,2018-12-21 0:00:00,Energy,Whole Building
N51240,7732,,5 Stars,5 Stars,Office,86-88,Jolimont Street,EAST MELBOURNE,VIC,3002,-37.8182519,144.9796989,MELBOURNE CITY,5 Stars,2019-01-12 0:00:00,Energy,Whole Building
N51257,7737,,5 Stars,5 Stars,Office,767,Springvale Road,MULGRAVE,VIC,3170,-37.92020341,145.1580962,MONASH CITY,5 Stars,2019-01-09 0:00:00,Energy,Whole Building
N51276,7743,,4.5 Stars,4.5 Stars,Office,11,Viola Place,BRISBANE AIRPORT,QLD,4008,-27.42406098,153.0939329,BRISBANE CITY,4.5 Stars,2019-02-14 0:00:00,Energy,Whole Building
N51279,7744,,0 Star,0 Star,Office,150-152,Elizabeth Street,SYDNEY,NSW,2000,-33.87787839,151.2097814,COUNCIL OF THE CITY OF SYDNEY,0 Star,2019-01-08 0:00:00,Energy,Base Building
N51280,7745,,0 Star,0 Star,Office,68-70,Dixon Street,HAYMARKET,NSW,2000,-33.87849051,151.2042406,COUNCIL OF THE CITY OF SYDNEY,0 Star,2019-01-11 0:00:00,Energy,Base Building
N51290,5658,,5 Stars,5 Stars,Office,103-107,Corio Street,GEELONG,VIC,3220,-38.14719449,144.3650437,GREATER GEELONG CITY,5 Stars,2019-01-30 0:00:00,Energy,Whole Building
N51294,7748,,5 Stars,5 Stars,Office,21,Pirie Street,LIVERPOOL,NSW,2170,-33.92645169,150.9241012,LIVERPOOL CITY COUNCIL,5 Stars,2019-01-17 0:00:00,Energy,Whole Building
N51327,7762,,2.5 Stars,2.5 Stars,Office,549,St Kilda Road,Melbourne,VIC,3004,NULL,NULL,NULL,2.5 Stars,2019-02-14 0:00:00,Energy,Base Building
N51345,7705,,0 Star,0 Star,Office,299,Swanston Street,MELBOURNE,VIC,3000,-37.81119205,144.9643181,MELBOURNE CITY,0 Star,2019-02-06 0:00:00,Water,Whole Building
N51345,7705,,3.5 Stars,3.5 Stars,Office,299,Swanston Street,MELBOURNE,VIC,3000,-37.81119205,144.9643181,MELBOURNE CITY,3.5 Stars,2019-02-06 0:00:00,Energy,Whole Building
N51363,7767,,5 Stars,5 Stars,Office,309-311,Charlestown Road,CHARLESTOWN,NSW,2290,-32.96007681,151.6938887,LAKE MACQUARIE CITY COUNCIL,5 Stars,2019-02-05 0:00:00,Energy,Whole Building
N51374,7769,,0 Star,0 Star,Office,187,Thomas Street,HAYMARKET,NSW,2000,-33.88154687,151.203797,COUNCIL OF THE CITY OF SYDNEY,0 Star,2019-01-23 0:00:00,Energy,Base Building
N51375,7770,,5 Stars,5 Stars,Office,75,York Street,TERALBA,NSW,2284,-32.96410927,151.6037965,LAKE MACQUARIE CITY COUNCIL,5 Stars,2019-01-22 0:00:00,Energy,Whole Building
N51376,3870,,4.5 Stars,4.5 Stars,Office,78,Waterloo Road,MACQUARIE PARK,NSW,2113,NULL,NULL,NULL,4.5 Stars,2019-01-31 0:00:00,Water,Base Building
N51376,3870,,5.5 Stars,5.5 Stars,Office,78,Waterloo Road,MACQUARIE PARK,NSW,2113,NULL,NULL,NULL,5.5 Stars,2019-01-31 0:00:00,Energy,Base Building
N51404,3181,,4 Stars,4 Stars,Office,56,Edmondstone Road,BOWEN HILLS,QLD,4006,-27.44275566,153.0417095,BRISBANE CITY,4 Stars,2019-03-01 0:00:00,Energy,Whole Building
N51404,3181,,4.5 Stars,4.5 Stars,Office,56,Edmondstone Road,BOWEN HILLS,QLD,4006,-27.44275566,153.0417095,BRISBANE CITY,4.5 Stars,2019-03-01 0:00:00,Water,Whole Building
N51432,1559,,1 Star,1 Star,Office,45,St Georges Terrace,PERTH,WA,6000,-31.95597,115.85898,CITY OF PERTH,1 Star,2019-02-28 0:00:00,Energy,Base Building
N51432,1559,,1.5 Stars,1.5 Stars,Office,45,St Georges Terrace,PERTH,WA,6000,-31.95597,115.85898,CITY OF PERTH,1.5 Stars,2019-02-28 0:00:00,Water,Base Building
N51463,7780,,3.5 Stars,3.5 Stars,Office,1,Gardner Close,Milton,QLD,4064,-27.47297142,153.0032081,BRISBANE CITY,3.5 Stars,2019-02-23 0:00:00,Energy,Whole Building
N51477,7783,,1 Star,1 Star,Office,24,Wirraway Parade,INALA,QLD,4077,-27.60148603,152.9739687,BRISBANE CITY,1 Star,2019-03-02 0:00:00,Energy,Base Building
N51477,7783,,5.5 Stars,5.5 Stars,Office,24,Wirraway Parade,INALA,QLD,4077,-27.60148603,152.9739687,BRISBANE CITY,5.5 Stars,2019-03-02 0:00:00,Water,Base Building
N51493,5151,,5.5 Stars,5.5 Stars,Office,3-9,Enterprise Avenue,TWEED HEADS SOUTH,NSW,2486,-28.20692203,153.5353336,TWEED SHIRE COUNCIL,5.5 Stars,2019-02-27 0:00:00,Energy,Whole Building
N51512,7790,,3 Stars,3 Stars,Office,222,Clarence Street,SYDNEY,NSW,2000,-33.87218137,151.2058757,COUNCIL OF THE CITY OF SYDNEY,3 Stars,2019-02-22 0:00:00,Energy,Whole Building
N51546,7796,,2 Stars,2 Stars,Office,605-609,Doncaster Road,DONCASTER,VIC,3108,-37.78731208,145.1238173,MANNINGHAM CITY,2 Stars,2019-03-02 0:00:00,Energy,Whole Building
N51557,7800,,3 Stars,3 Stars,Office,60-62,Clarence Street,SYDNEY,NSW,2000,-33.86639574,151.2052111,COUNCIL OF THE CITY OF SYDNEY,3 Stars,2019-03-05 0:00:00,Energy,Whole Building
N48337,4401,1 Bligh Street SYDNEY,4.5 Stars,4.5 Stars,Office,1,Bligh Street,SYDNEY,NSW,2000,-33.86487696,151.210504,COUNCIL OF THE CITY OF SYDNEY,4.5 Stars,2018-06-13 0:00:00,Water,Base Building
N48337,4401,1 Bligh Street SYDNEY,5 Stars,5 Stars,Office,1,Bligh Street,SYDNEY,NSW,2000,-33.86487696,151.210504,COUNCIL OF THE CITY OF SYDNEY,5 Stars,2018-06-13 0:00:00,Energy,Base Building
N49728,2049,1 Chandos Street,2 Stars,2 Stars,Office,1-9,Chandos Street,ST LEONARDS,NSW,2065,-33.8222765,151.1956087,NORTH SYDNEY COUNCIL,2 Stars,2018-11-10 0:00:00,Water,Base Building
N49728,2049,1 Chandos Street,2.5 Stars,2.5 Stars,Office,1-9,Chandos Street,ST LEONARDS,NSW,2065,-33.8222765,151.1956087,NORTH SYDNEY COUNCIL,2.5 Stars,2018-11-10 0:00:00,Energy,Base Building
N51440,678,1 Devonshire Road,5 Stars,5 Stars,Office,1,Devonshire Road,SUNSHINE,VIC,3020,-37.78448561,144.830702,BRIMBANK CITY,5 Stars,2019-02-23 0:00:00,Energy,Whole Building
N48530,679,"1 Farrell Place, Canberra",2 Stars,2 Stars,Office,1,Farrell Place,CANBERRA,ACT,2601,-35.28082314,149.1247271,,2 Stars,2018-05-16 0:00:00,Energy,Base Building
N48146,4272,1 Figtree Drive,5 Stars,5 Stars,Office,1,Figtree Drive,SYDNEY OLYMPIC PARK,NSW,2127,NULL,NULL,NULL,5 Stars,2018-05-23 0:00:00,Energy,Base Building
N48146,4272,1 Figtree Drive,5 Stars,5 Stars,Office,1,Figtree Drive,SYDNEY OLYMPIC PARK,NSW,2127,NULL,NULL,NULL,5 Stars,2018-05-23 0:00:00,Water,Base Building
N49465,7562,1 Goodwood Road,2.5 Stars,2.5 Stars,Office,1,Goodwood Road,WAYVILLE,SA,5034,-34.94251981,138.5895023,CITY OF UNLEY,2.5 Stars,2018-12-06 0:00:00,Energy,Whole Building
N49285,2797,"1 Holwell Street, Greenway",5 Stars,5 Stars,Office,1,Holwell Street,TUGGERANONG,ACT,2900,NULL,NULL,NULL,5 Stars,2018-09-08 0:00:00,Energy,Whole Building
N48491,944,1 Innovation Rd,4 Stars,4 Stars,Office,1,Innovation Road,MACQUARIE PARK,NSW,2113,-33.77571341,151.1191678,RYDE CITY COUNCIL,4 Stars,2018-07-19 0:00:00,Water,Base Building
N48491,944,1 Innovation Rd,5.5 Stars,5 Stars,Office,1,Innovation Road,MACQUARIE PARK,NSW,2113,-33.77571341,151.1191678,RYDE CITY COUNCIL,5.5 Stars,2018-07-19 0:00:00,Energy,Base Building
N49932,2063,"1 Julius Ave, North Ryde",3.5 Stars,3.5 Stars,Office,1,Julius Avenue,NORTH RYDE,NSW,2113,-33.79622089,151.1432773,RYDE CITY COUNCIL,3.5 Stars,2019-02-13 0:00:00,Indoor Environment,Base Building
N49257,2063,1 Julius Avenue,3 Stars,3 Stars,Office,1,Julius Avenue,NORTH RYDE,NSW,2113,-33.79622089,151.1432773,RYDE CITY COUNCIL,3 Stars,2018-10-28 0:00:00,Water,Base Building
N49257,2063,1 Julius Avenue,4.5 Stars,4.5 Stars,Office,1,Julius Avenue,NORTH RYDE,NSW,2113,-33.79622089,151.1432773,RYDE CITY COUNCIL,4.5 Stars,2018-10-28 0:00:00,Energy,Base Building
N48231,1060,1 Margaret Street,3.5 Stars,3.5 Stars,Office,1,Margaret Street,SYDNEY,NSW,2000,-33.86554952,151.204564,COUNCIL OF THE CITY OF SYDNEY,3.5 Stars,2018-04-16 0:00:00,Water,Base Building
N48231,1060,1 Margaret Street,5.5 Stars,5 Stars,Office,1,Margaret Street,SYDNEY,NSW,2000,-33.86554952,151.204564,COUNCIL OF THE CITY OF SYDNEY,5.5 Stars,2018-04-16 0:00:00,Energy,Base Building
N49933,5118,1 National Circuit,5.5 Stars,5.5 Stars,Office,1,National Circuit,BARTON,ACT,2600,-35.3056532,149.1327402,,5.5 Stars,2019-02-28 0:00:00,Indoor Environment,Base Building
N48164,806,1 O'Connell Street,5.5 Stars,5.5 Stars,Office,1,O'Connell Street,SYDNEY,NSW,2000,-33.86461614,151.2098934,COUNCIL OF THE CITY OF SYDNEY,5.5 Stars,2018-05-29 0:00:00,Energy,Tenancy
N48498,806,1 O'Connell Street,3.5 Stars,3.5 Stars,Office,1,O'Connell Street,SYDNEY,NSW,2000,-33.86461614,151.2098934,COUNCIL OF THE CITY OF SYDNEY,3.5 Stars,2018-06-10 0:00:00,Water,Base Building
N48498,806,1 O'Connell Street,4.5 Stars,4.5 Stars,Office,1,O'Connell Street,SYDNEY,NSW,2000,-33.86461614,151.2098934,COUNCIL OF THE CITY OF SYDNEY,4.5 Stars,2018-06-10 0:00:00,Energy,Base Building
N49956,6248,1 Pearson Way,3 Stars,3 Stars,Office,1,Pearson Way,OSBORNE PARK,WA,6017,-31.90803205,115.8010859,CITY OF STIRLING,3 Stars,2018-12-13 0:00:00,Energy,Whole Building
N49956,6248,1 Pearson Way,4.5 Stars,4.5 Stars,Office,1,Pearson Way,OSBORNE PARK,WA,6017,-31.90803205,115.8010859,CITY OF STIRLING,4.5 Stars,2018-12-13 0:00:00,Water,Whole Building
N48490,3162,1 Puccini Court,3 Stars,3 Stars,Office,1,Puccini Court,STIRLING,WA,6021,-31.88913,115.80802,CITY OF STIRLING,3 Stars,2018-05-25 0:00:00,Water,Base Building
N48490,3162,1 Puccini Court,4 Stars,4 Stars,Office,1,Puccini Court,STIRLING,WA,6021,-31.88913,115.80802,CITY OF STIRLING,4 Stars,2018-05-25 0:00:00,Energy,Base Building
N48744,6282,1 Richmond Road,4.5 Stars,4.5 Stars,Office,1,Richmond Road,HOMEBUSH WEST,NSW,2140,-33.86479925,151.0648098,STRATHFIELD MUNICIPAL COUNCIL,4.5 Stars,2018-07-05 0:00:00,Energy,Whole Building
N49207,852,1 Richmond Road,0 Star,0 Star,Office,1,Richmond Road,KESWICK TERMINAL,SA,5035,-34.94067391,138.5809881,CITY OF WEST TORRENS,0 Star,2018-10-04 0:00:00,Water,Base Building
N49207,852,1 Richmond Road,3.5 Stars,3.5 Stars,Office,1,Richmond Road,KESWICK TERMINAL,SA,5035,-34.94067391,138.5809881,CITY OF WEST TORRENS,3.5 Stars,2018-10-04 0:00:00,Energy,Base Building
N48181,6070,1 Rivett Road NORTH RYDE NSW 2113,5 Stars,5 Stars,Office,1,Rivett Road,NORTH RYDE,NSW,2113,-33.79708785,151.1395558,RYDE CITY COUNCIL,5 Stars,2018-03-09 0:00:00,Energy,Base Building
N48398,3154,1 Thomas Holt Drive,5 Stars,5 Stars,Office,1,Thomas Holt Drive,MACQUARIE PARK,NSW,2113,NULL,NULL,RYDE CITY COUNCIL,5 Stars,2018-04-27 0:00:00,Energy,Base Building
N49749,7628,1 Walker Ave,2 Stars,2 Stars,Office,1-5,Walker Avenue,WEST PERTH,WA,6005,-31.95047909,115.8360503,CITY OF PERTH,2 Stars,2018-10-25 0:00:00,Energy,Whole Building
N48056,1621,1 Wentworth Street,3.5 Stars,3.5 Stars,Office,1,Wentworth Street,PARRAMATTA,NSW,2150,-33.81963702,151.0050439,PARRAMATTA CITY COUNCIL,3.5 Stars,2018-05-11 0:00:00,Energy,Base Building
N51250,7675,1 William Street,4 Stars,4 Stars,Office,1,William Street,BRISBANE CITY,QLD,4000,-27.47520991,153.0257931,BRISBANE CITY,4 Stars,2019-01-10 0:00:00,Water,Base Building
N51250,7675,1 William Street,5.5 Stars,5.5 Stars,Office,1,William Street,BRISBANE CITY,QLD,4000,-27.47520991,153.0257931,BRISBANE CITY,5.5 Stars,2019-01-10 0:00:00,Energy,Base Building
N48449,799,1 York Street,3 Stars,3 Stars,Office,1,York Street,SYDNEY,NSW,2000,-33.8636962,151.2050351,COUNCIL OF THE CITY OF SYDNEY,3 Stars,2018-05-28 0:00:00,Water,Base Building
N48449,799,1 York Street,4 Stars,4 Stars,Office,1,York Street,SYDNEY,NSW,2000,-33.8636962,151.2050351,COUNCIL OF THE CITY OF SYDNEY,4 Stars,2018-05-28 0:00:00,Energy,Base Building
N48630,799,1 York Street,4 Stars,4 Stars,Office,1,York Street,SYDNEY,NSW,2000,-33.8636962,151.2050351,COUNCIL OF THE CITY OF SYDNEY,4 Stars,2018-06-14 0:00:00,Indoor Environment,Base Building
N51496,1965,10 Barrack Street,4.5 Stars,4.5 Stars,Office,10,Barrack Street,SYDNEY,NSW,2000,-33.86747553,151.2061717,COUNCIL OF THE CITY OF SYDNEY,4.5 Stars,2019-02-28 0:00:00,Energy,Base Building
N51188,5244,10 Bridge Street,3.5 Stars,3.5 Stars,Office,4-10,Bridge Street,PYMBLE,NSW,2073,-33.75011986,151.1454595,KU-RING-GAI COUNCIL,3.5 Stars,2019-02-09 0:00:00,Energy,Base Building
N49424,2632,10 Dawn Fraser Avenue SYDNEY OLYMPIC PARK NSW,4.5 Stars,4.5 Stars,Office,10,Dawn Fraser Avenue,SYDNEY OLYMPIC PARK,NSW,2127,-33.84730528,151.069546,AUBURN COUNCIL,4.5 Stars,2018-10-17 0:00:00,Energy,Tenancy
N49767,2632,10 Dawn Fraser Avenue SYDNEY OLYMPIC PARK NSW,4.5 Stars,4.5 Stars,Office,10,Dawn Fraser Avenue,SYDNEY OLYMPIC PARK,NSW,2127,-33.84730528,151.069546,AUBURN COUNCIL,4.5 Stars,2018-11-21 0:00:00,Energy,Base Building
N49767,2632,10 Dawn Fraser Avenue SYDNEY OLYMPIC PARK NSW,5 Stars,2 Stars,Office,10,Dawn Fraser Avenue,SYDNEY OLYMPIC PARK,NSW,2127,-33.84730528,151.069546,AUBURN COUNCIL,5 Stars,2018-11-21 0:00:00,Water,Base Building
N48034,5358,10 Eagle Street,4 Stars,4 Stars,Office,10,Eagle Street,BRISBANE CITY,QLD,4000,-27.46944231,153.0301342,BRISBANE CITY,4 Stars,2018-04-18 0:00:00,Water,Base Building
N48034,5358,10 Eagle Street,4.5 Stars,4.5 Stars,Office,10,Eagle Street,BRISBANE CITY,QLD,4000,-27.46944231,153.0301342,BRISBANE CITY,4.5 Stars,2018-04-18 0:00:00,Energy,Base Building
N49177,5681,"10 Felix St, Brisbane City",2 Stars,2 Stars,Office,10,Felix Street,BRISBANE CITY,QLD,4000,-27.47085587,153.030155,BRISBANE CITY,2 Stars,2018-08-22 0:00:00,Energy,Base Building
N49014,2659,10 Kings Park Road,4 Stars,4 Stars,Office,10,Kings Park Road,WEST PERTH,WA,6005,-31.95251,115.84137,CITY OF PERTH,4 Stars,2018-07-20 0:00:00,Energy,Whole Building
N49178,7511,10 Ord Street West Perth,4 Stars,4 Stars,Office,10,Ord Street,WEST PERTH,WA,6005,-31.95085548,115.8424768,CITY OF PERTH,4 Stars,2018-07-31 0:00:00,Energy,Base Building
N49900,6214,10 Russell St,3 Stars,3 Stars,Office,8-10,Russell Street,TOOWOOMBA CITY,QLD,4350,-27.55966663,151.9549569,TOOWOOMBA REGIONAL,3 Stars,2018-11-20 0:00:00,Energy,Base Building
N49658,3094,"10 Teamster Close, Tuggerah",5.5 Stars,5.5 Stars,Office,10,Teamster Close,TUGGERAH,NSW,2259,NULL,NULL,WYONG SHIRE COUNCIL,5.5 Stars,2018-11-28 0:00:00,Energy,Whole Building
N49885,2892,100 Brookes Street,4.5 Stars,4.5 Stars,Office,100,Brookes Street,FORTITUDE VALLEY,QLD,4006,-27.45346826,153.0383268,BRISBANE CITY,4.5 Stars,2018-11-17 0:00:00,Water,Base Building
N49885,2892,100 Brookes Street,5 Stars,5 Stars,Office,100,Brookes Street,FORTITUDE VALLEY,QLD,4006,-27.45346826,153.0383268,BRISBANE CITY,5 Stars,2018-11-17 0:00:00,Energy,Base Building
N49110,5168,100 Christie Street,2 Stars,2 Stars,Office,100,Christie Street,ST LEONARDS,NSW,2065,-33.82232034,151.1950386,NORTH SYDNEY COUNCIL,2 Stars,2018-12-15 0:00:00,Energy,Base Building
N49168,3112,100 Creek St,5 Stars,5 Stars,Office,100,Creek Street,BRISBANE CITY,QLD,4000,-27.46662365,153.0278121,BRISBANE CITY,5 Stars,2019-02-28 0:00:00,Indoor Environment,Base Building
N49262,3112,100 Creek Street,3.5 Stars,3.5 Stars,Office,100,Creek Street,BRISBANE CITY,QLD,4000,-27.46662365,153.0278121,BRISBANE CITY,3.5 Stars,2018-09-29 0:00:00,Energy,Base Building
N49262,3112,100 Creek Street,4 Stars,4 Stars,Office,100,Creek Street,BRISBANE CITY,QLD,4000,-27.46662365,153.0278121,BRISBANE CITY,4 Stars,2018-09-29 0:00:00,Water,Base Building
N51065,2301,100 George St,5.5 Stars,5.5 Stars,Office,100,George Street,PARRAMATTA,NSW,2150,-33.81393789,151.0068633,PARRAMATTA CITY COUNCIL,5.5 Stars,2018-12-14 0:00:00,Energy,Base Building
N51289,5762,100 Havelock Street,5 Stars,5 Stars,Office,100,Havelock Street,WEST PERTH,WA,6005,-31.94762006,115.8457069,CITY OF PERTH,5 Stars,2019-01-09 0:00:00,Energy,Base Building
